,Time / Date,Active Time/Date,Area,Description,Device
378,2023-09-05 오전 7:58,2023-09-05 오전 7:58,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
379,2023-09-05 오전 7:58,2023-09-05 오전 7:58,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
380,2023-09-05 오전 7:58,2023-09-05 오전 7:58,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
391,2023-09-05 오전 7:52,2023-09-05 오전 7:52,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
392,2023-09-05 오전 7:52,2023-09-05 오전 7:52,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
393,2023-09-05 오전 7:52,2023-09-05 오전 7:52,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
397,2023-09-05 오전 7:49,2023-09-05 오전 7:49,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
600,2023-09-05 오전 6:20,2023-09-05 오전 6:20,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
623,2023-09-05 오전 6:16,2023-09-05 오전 6:16,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
651,2023-09-05 오전 6:14,2023-09-05 오전 6:14,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
652,2023-09-05 오전 6:14,2023-09-05 오전 6:14,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
658,2023-09-05 오전 6:14,2023-09-05 오전 6:14,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
663,2023-09-05 오전 6:14,2023-09-05 오전 6:14,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
683,2023-09-05 오전 6:12,2023-09-05 오전 6:12,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
684,2023-09-05 오전 6:12,2023-09-05 오전 6:12,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
685,2023-09-05 오전 6:12,2023-09-05 오전 6:12,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
688,2023-09-05 오전 6:12,2023-09-05 오전 6:12,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
696,2023-09-05 오전 6:11,2023-09-05 오전 6:11,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
701,2023-09-05 오전 6:10,2023-09-05 오전 6:10,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
702,2023-09-05 오전 6:09,2023-09-05 오전 6:09,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
835,2023-09-05 오전 5:41,2023-09-05 오전 5:41,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
836,2023-09-05 오전 5:41,2023-09-05 오전 5:41,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
838,2023-09-05 오전 5:41,2023-09-05 오전 5:41,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
903,2023-09-05 오전 5:23,2023-09-05 오전 5:23,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
913,2023-09-05 오전 5:21,2023-09-05 오전 5:21,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
914,2023-09-05 오전 5:21,2023-09-05 오전 5:21,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
915,2023-09-05 오전 5:21,2023-09-05 오전 5:21,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
928,2023-09-05 오전 5:20,2023-09-05 오전 5:20,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
929,2023-09-05 오전 5:20,2023-09-05 오전 5:20,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
930,2023-09-05 오전 5:20,2023-09-05 오전 5:20,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
931,2023-09-05 오전 5:20,2023-09-05 오전 5:20,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
934,2023-09-05 오전 5:20,2023-09-05 오전 5:20,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
947,2023-09-05 오전 5:19,2023-09-05 오전 5:19,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
948,2023-09-05 오전 5:19,2023-09-05 오전 5:19,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
949,2023-09-05 오전 5:19,2023-09-05 오전 5:19,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
961,2023-09-05 오전 5:18,2023-09-05 오전 5:18,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
1039,2023-09-05 오전 5:03,2023-09-05 오전 5:03,RP01,[Z Axis] Unit Failure Digital Alarm,P01DA1_DB1
1263,2023-09-05 오전 4:30,2023-09-05 오전 4:30,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
1282,2023-09-05 오전 4:28,2023-09-05 오전 4:28,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
1283,2023-09-05 오전 4:28,2023-09-05 오전 4:28,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
1284,2023-09-05 오전 4:28,2023-09-05 오전 4:28,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
1285,2023-09-05 오전 4:28,2023-09-05 오전 4:28,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
1380,2023-09-05 오전 4:24,2023-09-05 오전 4:24,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
1890,2023-09-05 오전 2:53,2023-09-05 오전 2:53,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
1924,2023-09-05 오전 2:48,2023-09-05 오전 2:48,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
1925,2023-09-05 오전 2:48,2023-09-05 오전 2:48,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
1926,2023-09-05 오전 2:48,2023-09-05 오전 2:48,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
1944,2023-09-05 오전 2:48,2023-09-05 오전 2:48,RP01,[Z Axis] Unit Failure Digital Alarm,P01GA1_GB1
1945,2023-09-05 오전 2:48,2023-09-05 오전 2:48,RP01,[Z Axis] Unit Failure Digital Alarm,P01GA2_GB2
1958,2023-09-05 오전 2:46,2023-09-05 오전 2:46,RP01,[Z Axis] Unit Failure Digital Alarm,P01DA1_DB1
1986,2023-09-05 오전 2:44,2023-09-05 오전 2:44,RP01,[Z Axis] Unit Failure Digital Alarm,P01DA1_DB1
2059,2023-09-05 오전 2:34,2023-09-05 오전 2:34,RP01,[Z Axis] Unit Failure Digital Alarm,P01DA2_DB2
2171,2023-09-05 오전 2:09,2023-09-05 오전 2:09,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2183,2023-09-05 오전 2:07,2023-09-05 오전 2:07,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2203,2023-09-05 오전 2:03,2023-09-05 오전 2:03,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
2204,2023-09-05 오전 2:03,2023-09-05 오전 2:03,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2205,2023-09-05 오전 2:03,2023-09-05 오전 2:03,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2208,2023-09-05 오전 2:02,2023-09-05 오전 2:02,RP01,Sequence Error Digital Alarm,RP1_SH_APP
2437,2023-09-05 오전 1:11,2023-09-05 오전 1:11,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2450,2023-09-05 오전 1:09,2023-09-05 오전 1:09,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
2451,2023-09-05 오전 1:09,2023-09-05 오전 1:09,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2452,2023-09-05 오전 1:09,2023-09-05 오전 1:09,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2467,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2471,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2474,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2477,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2482,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2486,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2489,2023-09-05 오전 1:06,2023-09-05 오전 1:06,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2503,2023-09-05 오전 1:04,2023-09-05 오전 1:04,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
2542,2023-09-05 오전 1:00,2023-09-05 오전 1:00,RP01,Security Door Open 01 Digital Alarm,P01RP1_U_SIK
2544,2023-09-05 오전 1:00,2023-09-05 오전 1:00,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_U_SIK
2545,2023-09-05 오전 1:00,2023-09-05 오전 1:00,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2546,2023-09-05 오전 1:00,2023-09-05 오전 1:00,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2636,2023-09-05 오전 12:45,2023-09-05 오전 12:45,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
2642,2023-09-05 오전 12:44,2023-09-05 오전 12:44,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2647,2023-09-05 오전 12:39,2023-09-05 오전 12:39,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
2648,2023-09-05 오전 12:39,2023-09-05 오전 12:39,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2649,2023-09-05 오전 12:39,2023-09-05 오전 12:39,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2650,2023-09-05 오전 12:39,2023-09-05 오전 12:39,RP01,Sequence Error Digital Alarm,RP1_SH_APP
2724,2023-09-05 오전 12:29,2023-09-05 오전 12:29,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA2_DB2
2727,2023-09-05 오전 12:29,2023-09-05 오전 12:29,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA2_DB2
2757,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
2758,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2761,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2762,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA2_GB2
2765,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA2_DB2
2768,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA1_DB1
2771,2023-09-05 오전 12:27,2023-09-05 오전 12:27,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA1_DB1
2785,2023-09-05 오전 12:24,2023-09-05 오전 12:24,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA1_GB1
2792,2023-09-05 오전 12:23,2023-09-05 오전 12:23,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA1_GB1
2793,2023-09-05 오전 12:23,2023-09-05 오전 12:23,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA2_GB2
2794,2023-09-05 오전 12:23,2023-09-05 오전 12:23,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA1_DB1
2795,2023-09-05 오전 12:23,2023-09-05 오전 12:23,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA2_DB2
2810,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
2811,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2812,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2816,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,[Z Axis] Start Sensor Failure Digital Alarm,P01GA2_GB2
2820,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA1_GB1
2821,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA2_GB2
2822,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA1_DB1
2823,2023-09-05 오전 12:22,2023-09-05 오전 12:22,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA2_DB2
2835,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
2836,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
2837,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
2838,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA2_GB2
2841,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA1_DB1
2844,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA1_GB1
2847,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01GA2_GB2
2848,2023-09-05 오전 12:21,2023-09-05 오전 12:21,RP01,[Z Axis] The Axis Is Not Oriented Digital Alarm,P01DA2_DB2
