Time / Date,Area,Description,Device
2023-11-07 오전 3:27,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-07 오전 2:09,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-07 오전 1:16,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-07 오전 12:41,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-07 오전 12:41,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-06 오후 11:44,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-06 오후 11:24,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-06 오후 9:00,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-06 오후 7:12,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
2023-11-06 오후 6:04,UL01,200107 Error LED on SRM PLC is Active Indicating a PLC Error | Aisle 1,                    
