Time / Date,Area,Description,Device
2023-11-08 오전 9:06,LP01,Time out movement on robot Digital Alarm,LP01
2023-11-08 오전 9:06,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:43,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:41,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:38,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:34,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:30,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:27,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:26,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:25,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:23,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 7:19,LP01,[Robot]LG has been activated during move_Layer dropped Digital Alarm,LP01
2023-11-08 오전 7:00,LP01,LG has been activated during move with layer - layer dropped Digital Alarm,LP01
2023-11-08 오전 6:58,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 6:55,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 6:54,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 6:52,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-08 오전 6:51,LP01,System is stopped Digital Alarm,LP01
2023-11-08 오전 6:51,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
2023-11-08 오전 6:48,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
2023-11-08 오전 4:43,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-08 오전 4:33,LP01,Emergency stop from external system Digital Alarm,LP01
2023-11-08 오전 4:30,LP01,System is stopped Digital Alarm,LP01
2023-11-08 오전 4:30,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
2023-11-07 오후 9:44,LP01,in manual from HMI panel Digital Alarm,LP01
2023-11-07 오후 9:42,LP01,[Robot]LG has been activated during move_Layer dropped Digital Alarm,LP01
2023-11-07 오후 7:45,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-07 오후 7:41,LP01,System is stopped Digital Alarm,LP01
2023-11-07 오후 7:41,LP01,Emergency stop from external system Digital Alarm,LP01
2023-11-07 오후 7:41,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-07 오후 7:40,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-07 오후 7:38,LP01,System is stopped Digital Alarm,LP01
2023-11-07 오후 7:38,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
2023-11-07 오후 7:32,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-07 오후 7:32,LP01,System is stopped Digital Alarm,LP01
2023-11-07 오후 7:31,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
2023-11-07 오후 7:31,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-07 오후 7:25,LP01,System is stopped Digital Alarm,LP01
2023-11-07 오후 7:25,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
2023-11-07 오후 7:23,LP01,System is stopped Digital Alarm,LP01
2023-11-07 오후 7:23,LP01,Emergency stop from external system Digital Alarm,LP01
2023-11-07 오후 6:51,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
2023-11-07 오후 6:51,LP01,System is stopped Digital Alarm,LP01
2023-11-07 오후 6:51,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
