,Time / Date,Active Time/Date,Area,Description,Device
74,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LR15RI11            
75,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LR15RI11            
76,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LL02RO12            
77,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LL02RO12            
88,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI03,Maintenance Level Safety Barrier Tripped                                                                        OK ,ML02                
89,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI03,Maintenance Level Safety Barrier Tripped                                                                        OK ,ML02                
95,2023-09-01 오전 8:41,2023-09-01 오전 8:41,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,LR15RI11            
99,2023-09-01 오전 8:41,2023-09-01 오전 8:41,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,LL02RO12            
105,2023-09-01 오전 8:41,2023-09-01 오전 8:41,MSAI03,Maintenance Level Safety Barrier Tripped                                                                        ,ML02                
107,2023-09-01 오전 8:41,2023-09-01 오전 8:40,MSAI03,Maintenance Level Rear Gate Open                                                                                OK ,ML02                
108,2023-09-01 오전 8:41,2023-09-01 오전 8:35,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LR06RI11            
109,2023-09-01 오전 8:41,2023-09-01 오전 8:40,MSAI03,Maintenance Level Rear Gate Open                                                                                OK ,ML02                
118,2023-09-01 오전 8:40,2023-09-01 오전 8:40,MSAI03,Maintenance Level Rear Gate Open                                                                                ,ML02                
146,2023-09-01 오전 8:36,2023-09-01 오전 8:34,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LL10RO12            
147,2023-09-01 오전 8:36,2023-09-01 오전 8:34,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LL10RO12            
150,2023-09-01 오전 8:36,2023-09-01 오전 8:35,MSAI03,"Sensor Blocked, No Logical Load Presence                                                                        OK ",ER01LO04            
151,2023-09-01 오전 8:36,2023-09-01 오전 8:35,MSAI03,"Sensor Blocked, No Logical Load Presence                                                                        OK ",ER01LO04            
166,2023-09-01 오전 8:35,2023-09-01 오전 8:35,MSAI03,"Sensor Blocked, No Logical Load Presence                                                                        ",ER01LO04            
167,2023-09-01 오전 8:35,2023-09-01 오전 8:35,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,LR06RI11            
168,2023-09-01 오전 8:35,2023-09-01 오전 8:34,MSAI03,Maintenance Level Safety Barrier Tripped                                                                        OK ,ML02                
169,2023-09-01 오전 8:35,2023-09-01 오전 8:34,MSAI03,Maintenance Level Safety Barrier Tripped                                                                        OK ,ML02                
174,2023-09-01 오전 8:34,2023-09-01 오전 8:34,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,LL10RO12            
177,2023-09-01 오전 8:34,2023-09-01 오전 8:34,MSAI03,Maintenance Level Safety Barrier Tripped                                                                        ,ML02                
178,2023-09-01 오전 8:34,2023-09-01 오전 8:33,MSAI03,Maintenance Level Rear Gate Open                                                                                OK ,ML02                
179,2023-09-01 오전 8:34,2023-09-01 오전 8:31,MSAI03,"Sensor Blocked, No Logical Load Presence                                                                        OK ",ER01LO04            
180,2023-09-01 오전 8:34,2023-09-01 오전 8:32,MSAI03,"Data Present, No Logical Load Presence                                                                          OK ",LR06RI12            
181,2023-09-01 오전 8:34,2023-09-01 오전 8:33,MSAI03,Maintenance Level Rear Gate Open                                                                                OK ,ML02                
189,2023-09-01 오전 8:33,2023-09-01 오전 8:33,MSAI03,Maintenance Level Rear Gate Open                                                                                ,ML02                
197,2023-09-01 오전 8:32,2023-09-01 오전 8:32,MSAI03,"Data Present, No Logical Load Presence                                                                          ",LR06RI12            
198,2023-09-01 오전 8:32,2023-09-01 오전 8:31,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LR06RI12            
199,2023-09-01 오전 8:32,2023-09-01 오전 8:31,MSAI03,Load Runtime Fault on Conveyor                                                                                  OK ,LR06RI12            
205,2023-09-01 오전 8:31,2023-09-01 오전 8:31,MSAI03,"Sensor Blocked, No Logical Load Presence                                                                        ",ER01LO04            
206,2023-09-01 오전 8:31,2023-09-01 오전 8:31,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,LR06RI12            
364,2023-09-01 오전 8:10,2023-09-01 오전 8:09,MSAI03,Motor Stalled                                                                                                   OK ,EL01LO04            
365,2023-09-01 오전 8:10,2023-09-01 오전 8:09,MSAI03,Motor Stalled                                                                                                   OK ,EL01LO04            
366,2023-09-01 오전 8:09,2023-09-01 오전 8:09,MSAI03,Motor Stalled                                                                                                   ,EL01LO04            
549,2023-09-01 오전 7:34,2023-09-01 오전 7:33,MSAI03,Lift Conveyor Overhang Fault Side B                                                                             OK ,EL01LO00            
550,2023-09-01 오전 7:34,2023-09-01 오전 7:33,MSAI03,Lift Conveyor Overhang Fault Side B                                                                             OK ,EL01LO00            
551,2023-09-01 오전 7:34,2023-09-01 오전 7:33,MSAI03,Conveyor Gap Sensor Blocked                                                                                     OK ,EL01LO04            
552,2023-09-01 오전 7:34,2023-09-01 오전 7:33,MSAI03,Conveyor Gap Sensor Blocked                                                                                     OK ,EL01LO04            
556,2023-09-01 오전 7:33,2023-09-01 오전 7:33,MSAI03,Conveyor Gap Sensor Blocked                                                                                     ,EL01LO04            
557,2023-09-01 오전 7:33,2023-09-01 오전 7:33,MSAI03,Lift Conveyor Overhang Fault Side B                                                                             ,EL01LO00            
906,2023-09-01 오전 5:26,2023-09-01 오전 5:23,MSAI03,Front Finger 2 Not Closed                                                                                       OK ,LV09SH01            
907,2023-09-01 오전 5:26,2023-09-01 오전 5:23,MSAI03,Front Finger 2 Not Closed                                                                                       OK ,LV09SH01            
908,2023-09-01 오전 5:26,2023-09-01 오전 5:24,MSAI03,Maintenance Level Rear Gate Open                                                                                OK ,ML03                
927,2023-09-01 오전 5:24,2023-09-01 오전 5:24,MSAI03,Maintenance Level Rear Gate Open                                                                                ,ML03                
937,2023-09-01 오전 5:23,2023-09-01 오전 5:23,MSAI03,Front Finger 2 Not Closed                                                                                       ,LV09SH01            
