,Time / Date,Active Time/Date,Area,Description,Device
24,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
41,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,EZ14 ESTOP S16 reset required  ,                    
49,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,EZ14 ESTOP S16 Activated  ,EZ14                
51,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
52,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
54,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,EZ14 ESTOP S16 reset required  ,                    
57,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,P2115A Pallet Stacker Fault - Error code  102  ,P2115A              
58,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,P2103A Pallet Stacker Fault - Error code  102  ,P2103A              
59,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,EZ14 ESTOP S16 Activated  ,EZ14                
60,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,WEST Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_WEST         
61,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,LP01 Layer Picker in Manual  ,                    
67,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,LP02 Layer Picker in Manual  ,                    
68,2023-09-05 오전 8:56,2023-09-05 오전 8:56,PC02,OP2084 Access Requested  ,                    
91,2023-09-05 오전 8:53,2023-09-05 오전 8:53,PC02,PALLET ARRIVED AT CP2  ,                    
136,2023-09-05 오전 8:44,2023-09-05 오전 8:44,PC02,"P2595 Slipsheet Jam, Need Attention  ",                    
200,2023-09-05 오전 8:31,2023-09-05 오전 8:31,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
209,2023-09-05 오전 8:31,2023-09-05 오전 8:31,PC02,EZ14 ESTOP S15 reset required  ,                    
225,2023-09-05 오전 8:31,2023-09-05 오전 8:31,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
226,2023-09-05 오전 8:31,2023-09-05 오전 8:31,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
227,2023-09-05 오전 8:31,2023-09-05 오전 8:31,PC02,P2103A Pallet Stacker Fault - Error code  102  ,P2103A              
228,2023-09-05 오전 8:31,2023-09-05 오전 8:31,PC02,P2115A Pallet Stacker Fault - Error code  102  ,P2115A              
229,2023-09-05 오전 8:30,2023-09-05 오전 8:30,PC02,EZ14 ESTOP S15 Activated  ,EZ14                
230,2023-09-05 오전 8:30,2023-09-05 오전 8:30,PC02,WEST Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_WEST         
231,2023-09-05 오전 8:30,2023-09-05 오전 8:30,PC02,LP01 Layer Picker in Manual  ,                    
234,2023-09-05 오전 8:30,2023-09-05 오전 8:30,PC02,LP02 Layer Picker in Manual  ,                    
235,2023-09-05 오전 8:30,2023-09-05 오전 8:30,PC02,OP2084 Access Requested  ,                    
236,2023-09-05 오전 8:30,2023-09-05 오전 8:30,PC02,OP2078 Access Requested  ,                    
420,2023-09-05 오전 7:35,2023-09-05 오전 7:35,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
1029,2023-09-05 오전 5:03,2023-09-05 오전 5:03,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
1030,2023-09-05 오전 5:03,2023-09-05 오전 5:03,PC02,"P2597 Slipsheet Jam, Need Attention  ",                    
1032,2023-09-05 오전 5:03,2023-09-05 오전 5:03,PC02,"P2598 Slipsheet Jam, Need Attention  ",                    
1049,2023-09-05 오전 5:02,2023-09-05 오전 5:02,PC02,EZ12A_CC3_IncomingInterlock INTERLOCK reset required  ,                    
1058,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,TOP Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_TOP          
1059,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,EZ12A_CC3_IncomingInterlock INTERLOCK Activated  ,EZ12A_CC3_IncomingIn
1061,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,"P2597 Slipsheet Jam, Need Attention  ",                    
1064,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,P2011 Jog Mode Selected  ,P2011               
1065,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,"P2598 Slipsheet Jam, Need Attention  ",                    
1066,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
1069,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,"P2598 Slipsheet Jam, Need Attention  ",                    
1076,2023-09-05 오전 5:01,2023-09-05 오전 5:01,PC02,P2014 Jog Mode Selected  ,P2014               
1079,2023-09-05 오전 5:00,2023-09-05 오전 5:00,PC02,P2012 Jog Mode Selected  ,P2012               
1135,2023-09-05 오전 4:49,2023-09-05 오전 4:49,PC02,PALLET ARRIVED AT CP2  ,                    
1253,2023-09-05 오전 4:34,2023-09-05 오전 4:34,PC02,PALLET ARRIVED AT CP2  ,                    
1292,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
1307,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
1308,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
1309,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
1323,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,EZ14 ESTOP S15 reset required  ,                    
1331,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
1332,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
1335,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2103A Pallet Stacker Fault - Error code  102  ,P2103A              
1336,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,WEST Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_WEST         
1337,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2115A Pallet Stacker Fault - Error code  102  ,P2115A              
1338,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,EZ14 ESTOP S15 Activated  ,EZ14                
1339,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,LP02 Layer Picker in Manual  ,                    
1340,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,LP01 Layer Picker in Manual  ,                    
1341,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,OP2084 Access Requested  ,                    
1342,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,"P2597 Slipsheet Jam, Need Attention  ",                    
1343,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,P2596 Conveyor Movimot Drive Fault  ,P2596               
1344,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,OP2078 Access Requested  ,                    
1345,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,"P2598 Slipsheet Jam, Need Attention  ",                    
1354,2023-09-05 오전 4:26,2023-09-05 오전 4:26,PC02,LP01 Layer Picker in Manual  ,                    
1356,2023-09-05 오전 4:25,2023-09-05 오전 4:25,PC02,LP02 Layer Picker in Manual  ,                    
1357,2023-09-05 오전 4:25,2023-09-05 오전 4:25,PC02,OP2084 Access Requested  ,                    
1358,2023-09-05 오전 4:25,2023-09-05 오전 4:25,PC02,OP2078 Access Requested  ,                    
