Time / Date,Area,Description,Device
2023-11-11 오전 10:34,CC05,Fault data without occupation Digital Alarm,P2553
2023-11-11 오전 10:34,CC05,Jam or sensor fault Digital Alarm,P2552
2023-11-11 오전 10:33,CC05,Jam or sensor fault Digital Alarm,P2552
2023-11-11 오전 10:30,CC05,Jam or sensor fault Digital Alarm,P2552
2023-11-10 오후 9:34,CC05,Fault data without occupation Digital Alarm,P2664_Z3
2023-11-10 오후 9:34,CC05,Fault data without occupation Digital Alarm,P2664_Z3
2023-11-10 오후 9:34,CC05,Fault data without occupation Digital Alarm,P2664_Z2
2023-11-10 오후 9:33,CC05,Fault data without occupation Digital Alarm,P2664_Z2
2023-11-10 오후 9:33,CC05,Jam or sensor fault Digital Alarm,P2664_Z1
2023-11-10 오후 9:32,CC05,Jam or sensor fault Digital Alarm,P2664_Z1
2023-11-10 오후 9:32,CC05,Fault data without occupation Digital Alarm,P2664_Z2
2023-11-10 오후 9:31,CC05,Fault data without occupation Digital Alarm,P2664_Z1
