,Time / Date,Active Time/Date,Area,Description,Device
4,2023-09-01 오전 8:58,2023-09-01 오전 8:56,LP02,Timeout - Deposit position not ready  OK ,LP02
5,2023-09-01 오전 8:58,2023-09-01 오전 8:56,LP02,Timeout - Deposit position not ready  OK ,LP02
13,2023-09-01 오전 8:56,2023-09-01 오전 8:56,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
71,2023-09-01 오전 8:43,2023-09-01 오전 8:43,LP02,Timeout - Deposit position not ready  OK ,LP02
72,2023-09-01 오전 8:43,2023-09-01 오전 8:43,LP02,Timeout - Deposit position not ready  OK ,LP02
73,2023-09-01 오전 8:43,2023-09-01 오전 8:43,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
86,2023-09-01 오전 8:42,2023-09-01 오전 8:42,LP02,Timeout - Deposit position not ready  OK ,LP02
87,2023-09-01 오전 8:42,2023-09-01 오전 8:42,LP02,Timeout - Deposit position not ready  OK ,LP02
94,2023-09-01 오전 8:42,2023-09-01 오전 8:42,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
123,2023-09-01 오전 8:40,2023-09-01 오전 8:39,LP02,Timeout - Deposit position not ready  OK ,LP02
124,2023-09-01 오전 8:40,2023-09-01 오전 8:39,LP02,Timeout - Deposit position not ready  OK ,LP02
125,2023-09-01 오전 8:39,2023-09-01 오전 8:39,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
139,2023-09-01 오전 8:37,2023-09-01 오전 8:37,LP02,Timeout - Deposit position not ready  OK ,LP02
140,2023-09-01 오전 8:37,2023-09-01 오전 8:37,LP02,Timeout - Deposit position not ready  OK ,LP02
142,2023-09-01 오전 8:37,2023-09-01 오전 8:37,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
156,2023-09-01 오전 8:36,2023-09-01 오전 8:36,LP02,Timeout - Deposit position not ready  OK ,LP02
157,2023-09-01 오전 8:36,2023-09-01 오전 8:36,LP02,Timeout - Deposit position not ready  OK ,LP02
158,2023-09-01 오전 8:36,2023-09-01 오전 8:36,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
186,2023-09-01 오전 8:34,2023-09-01 오전 8:33,LP02,Timeout - Deposit position not ready  OK ,LP02
187,2023-09-01 오전 8:34,2023-09-01 오전 8:33,LP02,Timeout - Deposit position not ready  OK ,LP02
193,2023-09-01 오전 8:33,2023-09-01 오전 8:33,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
200,2023-09-01 오전 8:32,2023-09-01 오전 8:32,LP02,Timeout - Deposit position not ready  OK ,LP02
201,2023-09-01 오전 8:32,2023-09-01 오전 8:32,LP02,Timeout - Deposit position not ready  OK ,LP02
204,2023-09-01 오전 8:32,2023-09-01 오전 8:32,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
227,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,[Sensor]Light grid activated  OK ,LP02
228,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,[Sensor]Light grid activated  OK ,LP02
231,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,[Sensor]Light grid activated Digital Alarm,LP02
233,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,in manual from HMI panel  OK ,LP02
234,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,in manual from HMI panel  OK ,LP02
235,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,[Sensor]Light grid activated  OK ,LP02
236,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,in manual from HMI panel Digital Alarm,LP02
237,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,No command-ack is returned from robot  OK ,LP02
238,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,No command-ack is returned from robot  OK ,LP02
239,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,No command-ack is returned from robot Digital Alarm,LP02
242,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,[Sensor]Light grid activated Digital Alarm,LP02
244,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,in manual from HMI panel  OK ,LP02
245,2023-09-01 오전 8:27,2023-09-01 오전 8:26,LP02,LG has been activated during move with layer - layer dropped  OK ,LP02
246,2023-09-01 오전 8:27,2023-09-01 오전 8:27,LP02,in manual from HMI panel Digital Alarm,LP02
247,2023-09-01 오전 8:26,2023-09-01 오전 8:26,LP02,LG has been activated during move with layer - layer dropped Digital Alarm,LP02
