Time / Date,Area,Description,Device
2023-11-23 오후 9:25,UL02,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 2,                    
2023-11-23 오후 7:10,UL02,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 2,                    
2023-11-23 오후 6:59,UL02,"102111 Internal DSC Error | X 1, Aisle 2",                    
