,Time / Date,Active Time/Date,Area,Description,Device
525,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
526,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
527,2023-09-01 오전 7:36,2023-09-01 오전 7:21,RP02,No Objects Found In The Given ROI  OK ,P01NA1_CAM
528,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Frequency Converter Failure  OK ,P01NA1
529,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Frequency Converter Failure  OK ,P01NA1
530,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Frequency Converter Failure Digital Alarm,P01NA1
531,2023-09-01 오전 7:36,2023-09-01 오전 7:35,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
532,2023-09-01 오전 7:36,2023-09-01 오전 7:35,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
533,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Security Door Open 01  OK ,P01RP1_O_SIK
534,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
535,2023-09-01 오전 7:36,2023-09-01 오전 2:13,RP02,The Database Is Very Close To Being Full  OK ,P01MFC
536,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
537,2023-09-01 오전 7:36,2023-09-01 오전 7:36,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
538,2023-09-01 오전 7:35,2023-09-01 오전 7:35,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
560,2023-09-01 오전 7:32,2023-09-01 오전 7:21,RP02,No Objects Found In The Given ROI Digital Alarm,P01NA1_CAM
594,2023-09-01 오전 7:21,2023-09-01 오전 7:21,RP02,No Objects Found In The Given ROI Digital Alarm,P01NA1_CAM
939,2023-09-01 오전 5:22,2023-09-01 오전 2:13,RP02,The Database Is Very Close To Being Full Digital Alarm,P01MFC
