,Time / Date,Active Time/Date,Area,Description,Device
0,2023-09-01 오전 8:59,2023-09-01 오전 8:56,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
1,2023-09-01 오전 8:59,2023-09-01 오전 8:56,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
12,2023-09-01 오전 8:56,2023-09-01 오전 8:56,RP02,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
212,2023-09-01 오전 8:30,2023-09-01 오전 8:30,RP02,The Database Is Very Close To Being Full Digital Alarm,P01MFC
349,2023-09-01 오전 8:13,2023-09-01 오전 8:11,RP02,[Topography Checker] Range Check Does Not Return Any Results  OK ,RP1_LOAD_APP
350,2023-09-01 오전 8:13,2023-09-01 오전 8:11,RP02,[Topography Checker] Range Check Does Not Return Any Results  OK ,RP1_LOAD_APP
351,2023-09-01 오전 8:13,2023-09-01 오전 8:11,RP02,Frequency Converter Failure  OK ,P01NA1
352,2023-09-01 오전 8:13,2023-09-01 오전 8:11,RP02,Frequency Converter Failure  OK ,P01NA1
356,2023-09-01 오전 8:11,2023-09-01 오전 8:11,RP02,[Topography Checker] Range Check Does Not Return Any Results Digital Alarm,RP1_LOAD_APP
357,2023-09-01 오전 8:11,2023-09-01 오전 8:11,RP02,Frequency Converter Failure Digital Alarm,P01NA1
358,2023-09-01 오전 8:11,2023-09-01 오전 8:07,RP02,Emergency Circuit Activated  OK ,P01RP1_U_SIK
359,2023-09-01 오전 8:11,2023-09-01 오전 8:07,RP02,Security Door Open 01  OK ,P01RP1_U_SIK
360,2023-09-01 오전 8:11,2023-09-01 오전 8:07,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
361,2023-09-01 오전 8:11,2023-09-01 오전 8:07,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
362,2023-09-01 오전 8:11,2023-09-01 오전 7:38,RP02,The Database Is Very Close To Being Full  OK ,P01MFC
363,2023-09-01 오전 8:11,2023-09-01 오전 7:38,RP02,The Database Is Very Close To Being Full  OK ,P01MFC
367,2023-09-01 오전 8:07,2023-09-01 오전 8:07,RP02,Security Door Open 01 Digital Alarm,P01RP1_U_SIK
368,2023-09-01 오전 8:07,2023-09-01 오전 8:07,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_U_SIK
369,2023-09-01 오전 8:07,2023-09-01 오전 8:07,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
370,2023-09-01 오전 8:07,2023-09-01 오전 8:07,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
517,2023-09-01 오전 7:38,2023-09-01 오전 7:38,RP02,The Database Is Very Close To Being Full Digital Alarm,P01MFC
519,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,No Objects Found In The Given ROI  OK ,P01NA1_CAM
520,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,The Target Space Is Occupied Or Not Accessible  OK ,RP1_LOAD_APP
521,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,The Target Space Is Occupied Or Not Accessible  OK ,RP1_LOAD_APP
522,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,No Objects Found In The Given ROI Digital Alarm,P01NA1_CAM
523,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,[Topography Checker] Range Check Does Not Return Any Results  OK ,RP1_LOAD_APP
524,2023-09-01 오전 7:37,2023-09-01 오전 7:37,RP02,[Topography Checker] Range Check Does Not Return Any Results  OK ,RP1_LOAD_APP
