,Time / Date,Active Time/Date,Area,Description,Device
388,2023-09-04 오전 7:41,2023-09-04 오전 7:41,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
389,2023-09-04 오전 7:41,2023-09-04 오전 7:41,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
392,2023-09-04 오전 7:40,2023-09-04 오전 7:40,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
393,2023-09-04 오전 7:40,2023-09-04 오전 7:40,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
396,2023-09-04 오전 7:40,2023-09-04 오전 7:40,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
397,2023-09-04 오전 7:40,2023-09-04 오전 7:40,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
398,2023-09-04 오전 7:40,2023-09-04 오전 7:39,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
399,2023-09-04 오전 7:40,2023-09-04 오전 7:39,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
400,2023-09-04 오전 7:39,2023-09-04 오전 7:39,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
401,2023-09-04 오전 7:39,2023-09-04 오전 7:39,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
402,2023-09-04 오전 7:36,2023-09-04 오전 7:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
403,2023-09-04 오전 7:36,2023-09-04 오전 7:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
404,2023-09-04 오전 7:36,2023-09-04 오전 7:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
405,2023-09-04 오전 7:36,2023-09-04 오전 7:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
406,2023-09-04 오전 7:35,2023-09-04 오전 7:35,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
407,2023-09-04 오전 7:35,2023-09-04 오전 7:35,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
408,2023-09-04 오전 7:33,2023-09-04 오전 7:33,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
409,2023-09-04 오전 7:33,2023-09-04 오전 7:33,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
410,2023-09-04 오전 7:32,2023-09-04 오전 7:32,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
411,2023-09-04 오전 7:32,2023-09-04 오전 7:32,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
412,2023-09-04 오전 7:31,2023-09-04 오전 7:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
413,2023-09-04 오전 7:31,2023-09-04 오전 7:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
415,2023-09-04 오전 7:30,2023-09-04 오전 7:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
416,2023-09-04 오전 7:30,2023-09-04 오전 7:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
424,2023-09-04 오전 7:29,2023-09-04 오전 7:29,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
425,2023-09-04 오전 7:29,2023-09-04 오전 7:29,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
426,2023-09-04 오전 7:29,2023-09-04 오전 7:29,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
427,2023-09-04 오전 7:29,2023-09-04 오전 7:29,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
435,2023-09-04 오전 7:27,2023-09-04 오전 7:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
447,2023-09-04 오전 7:26,2023-09-04 오전 7:26,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
448,2023-09-04 오전 7:26,2023-09-04 오전 7:26,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
454,2023-09-04 오전 7:25,2023-09-04 오전 7:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
455,2023-09-04 오전 7:25,2023-09-04 오전 7:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
467,2023-09-04 오전 7:24,2023-09-04 오전 7:24,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
469,2023-09-04 오전 7:24,2023-09-04 오전 7:24,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
470,2023-09-04 오전 7:24,2023-09-04 오전 7:24,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
471,2023-09-04 오전 7:23,2023-09-04 오전 7:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
472,2023-09-04 오전 7:23,2023-09-04 오전 7:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
484,2023-09-04 오전 7:21,2023-09-04 오전 7:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
485,2023-09-04 오전 7:21,2023-09-04 오전 7:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
486,2023-09-04 오전 7:21,2023-09-04 오전 7:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
487,2023-09-04 오전 7:21,2023-09-04 오전 7:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
489,2023-09-04 오전 7:21,2023-09-04 오전 7:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
490,2023-09-04 오전 7:21,2023-09-04 오전 7:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
495,2023-09-04 오전 7:19,2023-09-04 오전 7:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
496,2023-09-04 오전 7:19,2023-09-04 오전 7:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
497,2023-09-04 오전 7:19,2023-09-04 오전 7:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
498,2023-09-04 오전 7:19,2023-09-04 오전 7:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
500,2023-09-04 오전 7:19,2023-09-04 오전 7:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
501,2023-09-04 오전 7:19,2023-09-04 오전 7:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
504,2023-09-04 오전 7:18,2023-09-04 오전 7:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
505,2023-09-04 오전 7:18,2023-09-04 오전 7:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
514,2023-09-04 오전 7:16,2023-09-04 오전 7:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
515,2023-09-04 오전 7:16,2023-09-04 오전 7:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
545,2023-09-04 오전 7:16,2023-09-04 오전 7:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
546,2023-09-04 오전 7:16,2023-09-04 오전 7:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
549,2023-09-04 오전 7:15,2023-09-04 오전 7:15,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
550,2023-09-04 오전 7:15,2023-09-04 오전 7:15,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
759,2023-09-04 오전 12:43,2023-09-04 오전 12:43,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
760,2023-09-04 오전 12:43,2023-09-04 오전 12:43,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
761,2023-09-04 오전 12:42,2023-09-04 오전 12:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
762,2023-09-04 오전 12:42,2023-09-04 오전 12:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
763,2023-09-04 오전 12:42,2023-09-04 오전 12:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
764,2023-09-04 오전 12:42,2023-09-04 오전 12:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
767,2023-09-04 오전 12:42,2023-09-04 오전 12:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
768,2023-09-04 오전 12:42,2023-09-04 오전 12:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
773,2023-09-04 오전 12:39,2023-09-04 오전 12:39,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
774,2023-09-04 오전 12:39,2023-09-04 오전 12:39,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
783,2023-09-04 오전 12:37,2023-09-04 오전 12:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
784,2023-09-04 오전 12:37,2023-09-04 오전 12:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
787,2023-09-04 오전 12:36,2023-09-04 오전 12:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
788,2023-09-04 오전 12:36,2023-09-04 오전 12:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
792,2023-09-04 오전 12:35,2023-09-04 오전 12:35,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
793,2023-09-04 오전 12:35,2023-09-04 오전 12:35,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
794,2023-09-04 오전 12:35,2023-09-04 오전 12:35,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
795,2023-09-04 오전 12:35,2023-09-04 오전 12:35,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
798,2023-09-04 오전 12:34,2023-09-04 오전 12:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
799,2023-09-04 오전 12:34,2023-09-04 오전 12:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
804,2023-09-04 오전 12:33,2023-09-04 오전 12:33,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
805,2023-09-04 오전 12:33,2023-09-04 오전 12:33,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
810,2023-09-04 오전 12:31,2023-09-04 오전 12:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
811,2023-09-04 오전 12:31,2023-09-04 오전 12:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
814,2023-09-04 오전 12:30,2023-09-04 오전 12:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
815,2023-09-04 오전 12:30,2023-09-04 오전 12:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
816,2023-09-04 오전 12:30,2023-09-04 오전 12:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
817,2023-09-04 오전 12:30,2023-09-04 오전 12:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
824,2023-09-04 오전 12:28,2023-09-04 오전 12:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
825,2023-09-04 오전 12:28,2023-09-04 오전 12:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
826,2023-09-04 오전 12:28,2023-09-04 오전 12:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
827,2023-09-04 오전 12:28,2023-09-04 오전 12:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
828,2023-09-04 오전 12:28,2023-09-04 오전 12:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
829,2023-09-04 오전 12:28,2023-09-04 오전 12:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
830,2023-09-04 오전 12:27,2023-09-04 오전 12:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
831,2023-09-04 오전 12:27,2023-09-04 오전 12:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
836,2023-09-04 오전 12:20,2023-09-04 오전 12:20,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
837,2023-09-04 오전 12:20,2023-09-04 오전 12:20,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
840,2023-09-04 오전 12:20,2023-09-04 오전 12:20,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
841,2023-09-04 오전 12:20,2023-09-04 오전 12:20,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
842,2023-09-04 오전 12:19,2023-09-04 오전 12:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
843,2023-09-04 오전 12:19,2023-09-04 오전 12:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
844,2023-09-04 오전 12:19,2023-09-04 오전 12:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
845,2023-09-04 오전 12:19,2023-09-04 오전 12:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
846,2023-09-04 오전 12:18,2023-09-04 오전 12:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
847,2023-09-04 오전 12:18,2023-09-04 오전 12:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
850,2023-09-04 오전 12:15,2023-09-04 오전 12:15,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
851,2023-09-04 오전 12:15,2023-09-04 오전 12:15,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
875,2023-09-04 오전 12:00,2023-09-04 오전 12:00,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
876,2023-09-04 오전 12:00,2023-09-04 오전 12:00,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
879,2023-09-03 오후 11:56,2023-09-03 오후 11:56,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
880,2023-09-03 오후 11:56,2023-09-03 오후 11:56,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
881,2023-09-03 오후 11:55,2023-09-03 오후 11:55,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
882,2023-09-03 오후 11:55,2023-09-03 오후 11:55,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
939,2023-09-03 오후 11:08,2023-09-03 오후 11:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
940,2023-09-03 오후 11:08,2023-09-03 오후 11:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
941,2023-09-03 오후 11:07,2023-09-03 오후 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
942,2023-09-03 오후 11:07,2023-09-03 오후 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
944,2023-09-03 오후 11:07,2023-09-03 오후 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
945,2023-09-03 오후 11:07,2023-09-03 오후 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
946,2023-09-03 오후 11:07,2023-09-03 오후 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
949,2023-09-03 오후 11:06,2023-09-03 오후 11:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
955,2023-09-03 오후 11:03,2023-09-03 오후 11:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
956,2023-09-03 오후 11:03,2023-09-03 오후 11:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
957,2023-09-03 오후 11:01,2023-09-03 오후 11:01,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
958,2023-09-03 오후 11:01,2023-09-03 오후 11:01,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
959,2023-09-03 오후 11:00,2023-09-03 오후 11:00,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
960,2023-09-03 오후 11:00,2023-09-03 오후 11:00,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
966,2023-09-03 오후 10:57,2023-09-03 오후 10:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
967,2023-09-03 오후 10:57,2023-09-03 오후 10:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
968,2023-09-03 오후 10:57,2023-09-03 오후 10:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
969,2023-09-03 오후 10:57,2023-09-03 오후 10:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
970,2023-09-03 오후 10:57,2023-09-03 오후 10:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
971,2023-09-03 오후 10:57,2023-09-03 오후 10:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
1250,2023-09-03 오전 11:07,2023-09-03 오전 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
1251,2023-09-03 오전 11:07,2023-09-03 오전 11:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
1252,2023-09-03 오전 11:06,2023-09-03 오전 11:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
1253,2023-09-03 오전 11:06,2023-09-03 오전 11:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
1254,2023-09-03 오전 11:06,2023-09-03 오전 11:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
1255,2023-09-03 오전 11:06,2023-09-03 오전 11:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
