,Time / Date,Active Time/Date,Area,Description,Device
499,2023-09-04 오전 7:19,2023-09-04 오전 7:19,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
5421,2023-09-02 오후 3:29,2023-09-02 오후 3:29,CC04,Fault data without occupation Digital Alarm,P2513
5452,2023-09-02 오후 3:23,2023-09-02 오후 3:23,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
5731,2023-09-02 오후 2:28,2023-09-02 오후 2:28,CC04,Fault occupied without data Digital Alarm,P2528
5907,2023-09-02 오후 2:12,2023-09-02 오후 2:12,CC04,Fault data without occupation Digital Alarm,P2521
5911,2023-09-02 오후 2:12,2023-09-02 오후 2:12,CC04,Fault data without occupation Digital Alarm,P2521
5914,2023-09-02 오후 2:12,2023-09-02 오후 2:12,CC04,Fault data without occupation Digital Alarm,P2521
5917,2023-09-02 오후 2:11,2023-09-02 오후 2:11,CC04,Fault data without occupation Digital Alarm,P2521
5939,2023-09-02 오후 2:08,2023-09-02 오후 2:08,CC04,Fault occupied without data Digital Alarm,P2528
5942,2023-09-02 오후 2:07,2023-09-02 오후 2:07,CC04,Fault data without occupation Digital Alarm,P2521
6435,2023-09-02 오전 11:59,2023-09-02 오전 11:59,CC04,Fault data without occupation Digital Alarm,P2512
6561,2023-09-02 오전 11:39,2023-09-02 오전 11:39,CC04,Fault data without occupation Digital Alarm,P2513
7146,2023-09-02 오전 7:49,2023-09-02 오전 7:49,CC04,Fault data without occupation Digital Alarm,P2602
7232,2023-09-02 오전 7:42,2023-09-02 오전 7:42,CC04,Fault data without occupation Digital Alarm,P2602
7512,2023-09-02 오전 6:47,2023-09-02 오전 6:47,CC04,Fault occupied without data Digital Alarm,P2627
7533,2023-09-02 오전 6:43,2023-09-02 오전 6:43,CC04,Fault occupied without data Digital Alarm,P2627
7795,2023-09-02 오전 6:05,2023-09-02 오전 6:05,CC04,Fault data without occupation Digital Alarm,P2513
7835,2023-09-02 오전 5:59,2023-09-02 오전 5:59,CC04,Fault data without occupation Digital Alarm,P2513
9553,2023-09-02 오전 1:41,2023-09-02 오전 1:41,CC04,Jam or sensor fault Digital Alarm,P2591
9726,2023-09-02 오전 1:26,2023-09-02 오전 1:26,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
9796,2023-09-02 오전 1:20,2023-09-02 오전 1:20,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
9975,2023-09-02 오전 1:01,2023-09-02 오전 1:01,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
10140,2023-09-02 오전 12:48,2023-09-02 오전 12:48,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
10669,2023-09-02 오전 12:04,2023-09-02 오전 12:04,CC04,Fault data without occupation Digital Alarm,P2513
10830,2023-09-01 오후 11:38,2023-09-01 오후 11:38,CC04,Fault data without occupation Digital Alarm,P2523
10831,2023-09-01 오후 11:38,2023-09-01 오후 11:38,CC04,Fault occupied without data Digital Alarm,P2522
