,Time / Date,Active Time/Date,Area,Description,Device
29,2023-09-04 오전 8:36,2023-09-04 오전 8:36,LP02,Timeout - Deposit position not ready  OK ,LP02
30,2023-09-04 오전 8:36,2023-09-04 오전 8:36,LP02,Timeout - Deposit position not ready  OK ,LP02
31,2023-09-04 오전 8:36,2023-09-04 오전 8:36,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
38,2023-09-04 오전 8:35,2023-09-04 오전 8:34,LP02,Timeout - Deposit position not ready  OK ,LP02
39,2023-09-04 오전 8:35,2023-09-04 오전 8:34,LP02,Timeout - Deposit position not ready  OK ,LP02
42,2023-09-04 오전 8:34,2023-09-04 오전 8:34,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
43,2023-09-04 오전 8:33,2023-09-04 오전 8:33,LP02,Timeout - Deposit position not ready  OK ,LP02
44,2023-09-04 오전 8:33,2023-09-04 오전 8:33,LP02,Timeout - Deposit position not ready  OK ,LP02
45,2023-09-04 오전 8:33,2023-09-04 오전 8:33,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
53,2023-09-04 오전 8:32,2023-09-04 오전 8:29,LP02,Timeout - Deposit position not ready  OK ,LP02
54,2023-09-04 오전 8:32,2023-09-04 오전 8:29,LP02,Timeout - Deposit position not ready  OK ,LP02
79,2023-09-04 오전 8:29,2023-09-04 오전 8:29,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
92,2023-09-04 오전 8:26,2023-09-04 오전 8:26,LP02,Timeout - Deposit position not ready  OK ,LP02
93,2023-09-04 오전 8:26,2023-09-04 오전 8:26,LP02,Timeout - Deposit position not ready  OK ,LP02
94,2023-09-04 오전 8:26,2023-09-04 오전 8:26,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
103,2023-09-04 오전 8:25,2023-09-04 오전 8:25,LP02,Timeout - Deposit position not ready  OK ,LP02
104,2023-09-04 오전 8:25,2023-09-04 오전 8:25,LP02,Timeout - Deposit position not ready  OK ,LP02
105,2023-09-04 오전 8:25,2023-09-04 오전 8:25,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
109,2023-09-04 오전 8:24,2023-09-04 오전 8:24,LP02,Timeout - Deposit position not ready  OK ,LP02
112,2023-09-04 오전 8:24,2023-09-04 오전 8:24,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
128,2023-09-04 오전 8:23,2023-09-04 오전 8:22,LP02,Timeout - Deposit position not ready  OK ,LP02
129,2023-09-04 오전 8:23,2023-09-04 오전 8:22,LP02,Timeout - Deposit position not ready  OK ,LP02
133,2023-09-04 오전 8:22,2023-09-04 오전 8:22,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
137,2023-09-04 오전 8:21,2023-09-04 오전 8:21,LP02,Timeout - Deposit position not ready  OK ,LP02
138,2023-09-04 오전 8:21,2023-09-04 오전 8:21,LP02,Timeout - Deposit position not ready  OK ,LP02
141,2023-09-04 오전 8:21,2023-09-04 오전 8:21,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
187,2023-09-04 오전 8:17,2023-09-04 오전 8:17,LP02,[Sensor]Light grid activated  OK ,LP02
188,2023-09-04 오전 8:17,2023-09-04 오전 8:17,LP02,[Sensor]Light grid activated  OK ,LP02
191,2023-09-04 오전 8:17,2023-09-04 오전 8:16,LP02,Timeout - Skirt not in position within the specified time  OK ,LP02
192,2023-09-04 오전 8:17,2023-09-04 오전 8:17,LP02,[Sensor]Light grid activated Digital Alarm,LP02
194,2023-09-04 오전 8:16,2023-09-04 오전 8:16,LP02,Timeout - Skirt not in position within the specified time Digital Alarm,LP02
199,2023-09-04 오전 8:16,2023-09-04 오전 8:16,LP02,[Sensor]Light grid activated  OK ,LP02
200,2023-09-04 오전 8:16,2023-09-04 오전 8:16,LP02,[Sensor]Light grid activated  OK ,LP02
203,2023-09-04 오전 8:16,2023-09-04 오전 8:13,LP02,Timeout - Skirt not in position within the specified time  OK ,LP02
204,2023-09-04 오전 8:16,2023-09-04 오전 8:16,LP02,[Sensor]Light grid activated Digital Alarm,LP02
206,2023-09-04 오전 8:15,2023-09-04 오전 8:15,LP02,in manual from HMI panel  OK ,LP02
207,2023-09-04 오전 8:15,2023-09-04 오전 8:15,LP02,in manual from HMI panel  OK ,LP02
208,2023-09-04 오전 8:15,2023-09-04 오전 8:15,LP02,in manual from HMI panel Digital Alarm,LP02
218,2023-09-04 오전 8:13,2023-09-04 오전 8:13,LP02,Timeout - Skirt not in position within the specified time Digital Alarm,LP02
219,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,[Sensor]Light grid activated  OK ,LP02
220,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,[Sensor]Light grid activated  OK ,LP02
223,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,[Sensor]Light grid activated Digital Alarm,LP02
225,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,[Sensor]Light grid activated  OK ,LP02
226,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,[Sensor]Light grid activated  OK ,LP02
227,2023-09-04 오전 8:12,2023-09-04 오전 8:08,LP02,Timeout - Skirt not in position within the specified time  OK ,LP02
228,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,[Sensor]Light grid activated Digital Alarm,LP02
231,2023-09-04 오전 8:12,2023-09-04 오전 8:11,LP02,System is stopped  OK ,LP02
232,2023-09-04 오전 8:12,2023-09-04 오전 8:11,LP02,System is stopped  OK ,LP02
235,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,in manual from HMI panel  OK ,LP02
236,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,in manual from HMI panel  OK ,LP02
237,2023-09-04 오전 8:12,2023-09-04 오전 8:12,LP02,in manual from HMI panel Digital Alarm,LP02
246,2023-09-04 오전 8:11,2023-09-04 오전 8:11,LP02,Emergency stop from external system  OK ,LP02
247,2023-09-04 오전 8:11,2023-09-04 오전 8:11,LP02,Emergency stop from external system  OK ,LP02
260,2023-09-04 오전 8:11,2023-09-04 오전 8:11,LP02,System is stopped Digital Alarm,LP02
261,2023-09-04 오전 8:11,2023-09-04 오전 8:11,LP02,Zone 01 is stopped. LPF  OK ,LP02
262,2023-09-04 오전 8:11,2023-09-04 오전 8:11,LP02,Emergency stop from external system Digital Alarm,LP02
263,2023-09-04 오전 8:11,2023-09-04 오전 8:11,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
276,2023-09-04 오전 8:08,2023-09-04 오전 8:08,LP02,Timeout - Skirt not in position within the specified time Digital Alarm,LP02
283,2023-09-04 오전 8:08,2023-09-04 오전 8:07,LP02,[Sensor]Light grid activated  OK ,LP02
284,2023-09-04 오전 8:08,2023-09-04 오전 8:07,LP02,[Sensor]Light grid activated  OK ,LP02
287,2023-09-04 오전 8:07,2023-09-04 오전 8:01,LP02,Timeout - Skirt not in position within the specified time  OK ,LP02
288,2023-09-04 오전 8:07,2023-09-04 오전 8:07,LP02,[Sensor]Light grid activated Digital Alarm,LP02
290,2023-09-04 오전 8:07,2023-09-04 오전 8:07,LP02,in manual from HMI panel  OK ,LP02
