,Time / Date,Active Time/Date,Area,Description,Device
4,2023-09-04 오전 8:46,2023-09-04 오전 8:46,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
5,2023-09-04 오전 8:46,2023-09-04 오전 8:46,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
6,2023-09-04 오전 8:46,2023-09-04 오전 8:46,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
72,2023-09-04 오전 8:29,2023-09-04 오전 8:29,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
73,2023-09-04 오전 8:29,2023-09-04 오전 8:29,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
74,2023-09-04 오전 8:29,2023-09-04 오전 8:29,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
118,2023-09-04 오전 8:23,2023-09-04 오전 8:23,MSAI02,Order repair timeout                                                                                            ,LV02SH01            
173,2023-09-04 오전 8:18,2023-09-04 오전 8:18,MSAI02,Load Runtime Fault on Conveyor                                                                                  ,LL10RI11            
242,2023-09-04 오전 8:11,2023-09-04 오전 8:11,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
251,2023-09-04 오전 8:11,2023-09-04 오전 8:11,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
252,2023-09-04 오전 8:11,2023-09-04 오전 8:11,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
316,2023-09-04 오전 8:02,2023-09-04 오전 8:02,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
317,2023-09-04 오전 8:02,2023-09-04 오전 8:02,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
318,2023-09-04 오전 8:02,2023-09-04 오전 8:02,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
432,2023-09-04 오전 7:28,2023-09-04 오전 7:28,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
433,2023-09-04 오전 7:28,2023-09-04 오전 7:28,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
434,2023-09-04 오전 7:28,2023-09-04 오전 7:28,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
