,Time / Date,Active Time/Date,Area,Description,Device
961,2023-09-03 오후 11:00,2023-09-03 오후 11:00,CC05,Fault occupied without data Digital Alarm,P2556
6422,2023-09-02 오후 12:00,2023-09-02 오후 12:00,CC05,Fault data without occupation Digital Alarm,P2559
6424,2023-09-02 오후 12:00,2023-09-02 오후 12:00,CC05,Fault occupied without data Digital Alarm,P2558
7893,2023-09-02 오전 5:51,2023-09-02 오전 5:51,CC05,Jam or sensor fault Digital Alarm,P2664_Z1
9049,2023-09-02 오전 3:21,2023-09-02 오전 3:21,CC05,Jam or sensor fault Digital Alarm,P2664_Z1
9406,2023-09-02 오전 2:09,2023-09-02 오전 2:09,CC05,Fault occupied without data Digital Alarm,P2686
9431,2023-09-02 오전 1:58,2023-09-02 오전 1:58,CC05,Fault occupied without data Digital Alarm,P2686
9567,2023-09-02 오전 1:39,2023-09-02 오전 1:39,CC05,Jam or sensor fault Digital Alarm,P2664_Z1
9671,2023-09-02 오전 1:30,2023-09-02 오전 1:30,CC05,Fault data without occupation Digital Alarm,P2574
9672,2023-09-02 오전 1:30,2023-09-02 오전 1:30,CC05,Fault occupied without data Digital Alarm,P2573
10020,2023-09-02 오전 12:58,2023-09-02 오전 12:58,CC05,Fault occupied without data Digital Alarm,P2562
10085,2023-09-02 오전 12:52,2023-09-02 오전 12:52,CC05,Fault data without occupation Digital Alarm,P2554
10096,2023-09-02 오전 12:51,2023-09-02 오전 12:51,CC05,Fault data without occupation Digital Alarm,P2683
10097,2023-09-02 오전 12:51,2023-09-02 오전 12:51,CC05,Fault occupied without data Digital Alarm,P2681
10278,2023-09-02 오전 12:39,2023-09-02 오전 12:39,CC05,Fault occupied without data Digital Alarm,P2566
10720,2023-09-01 오후 11:57,2023-09-01 오후 11:57,CC05,Fault occupied without data Digital Alarm,P2575A_CNV
11084,2023-09-01 오후 11:01,2023-09-01 오후 11:01,CC05,Fault occupied without data Digital Alarm,P2681
11085,2023-09-01 오후 11:01,2023-09-01 오후 11:01,CC05,Fault data without occupation Digital Alarm,P2683
11628,2023-09-01 오후 9:33,2023-09-01 오후 9:33,CC05,Jam or sensor fault Digital Alarm,P2664_Z1
