Time / Date,Area,Description,Device
2023-11-22 오후 11:59,MSAI04,"Data Present, No Logical Load Presence",LR12RO11            
2023-11-22 오후 11:56,MSAI04,"Data Present, No Logical Load Presence",LR12RO11            
2023-11-22 오후 11:27,MSAI04,Front Finger 1 Not Closed ,LV08SH01            
2023-11-22 오후 9:43,MSAI04,Shuttle Not Ready for Orders,LV03SH01            
2023-11-22 오후 8:14,MSAI04,Gap between loads too small ,LV13SH01            
2023-11-22 오후 8:04,MSAI04,Shuttle Not Ready for Orders,LV03SH01            
