,Time / Date,Active Time/Date,Area,Description,Device
489,2023-09-05 오전 7:14,2023-09-05 오전 7:14,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  ,                    
3156,2023-09-04 오후 11:54,2023-09-04 오후 11:54,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  ,                    
3796,2023-09-04 오후 10:34,2023-09-04 오후 10:34,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  ,                    
3813,2023-09-04 오후 10:33,2023-09-04 오후 10:33,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  ,                    
5578,2023-09-04 오후 7:21,2023-09-04 오후 7:21,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  ,                    
5804,2023-09-04 오후 6:51,2023-09-04 오후 6:51,UL01,"121114 LHD Has A Load On Board Without Data Occupancy | LHD 1, Aisle 1  ",                    
