Time / Date,Area,Description,Device
2023-11-04 오전 11:42,CC04,Fault data without occupation Digital Alarm,P2521
2023-11-04 오전 11:38,CC04,Jam or sensor fault Digital Alarm,P2521
2023-11-04 오전 11:15,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-11-04 오전 7:39,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-03 오전 10:32,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-11-03 오전 8:59,CC04,Fault data without occupation Digital Alarm,P2515
2023-11-03 오전 8:58,CC04,Fault data without occupation Digital Alarm,P2515
2023-11-03 오전 8:56,CC04,Fault data without occupation Digital Alarm,P2515
2023-11-03 오전 8:49,CC04,Fault occupied without data Digital Alarm,P2516
2023-11-03 오전 8:49,CC04,Fault data without occupation Digital Alarm,P2515
2023-11-03 오전 7:45,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-03 오전 7:38,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-03 오전 7:06,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-03 오전 4:24,CC04,Width measure very dirty Digital Alarm,P2524_DIM
2023-11-03 오전 2:07,CC04,Fault occupied without data Digital Alarm,P2630
2023-11-03 오전 1:30,CC04,Fault data without occupation Digital Alarm,P2610
2023-11-03 오전 1:30,CC04,Fault occupied without data Digital Alarm,P2609
2023-11-02 오후 10:45,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-02 오후 8:39,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-02 오후 2:07,CC04,Fault occupied without data Digital Alarm,P2535
2023-11-02 오후 2:07,CC04,Fault occupied without data Digital Alarm,P2534A_CNV
2023-11-02 오후 1:46,CC04,Fault data without occupation Digital Alarm,P2513
2023-11-02 오전 10:18,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
