,Time / Date,Active Time/Date,Area,Description,Device
681,2023-09-01 오전 6:41,2023-09-01 오전 6:18,PC01,P1038  SRM Forks Not In Centre for Too Long  OK ,P1038               
682,2023-09-01 오전 6:41,2023-09-01 오전 6:18,PC01,P1038  SRM Forks Not In Centre for Too Long  OK ,P1038               
683,2023-09-01 오전 6:41,2023-09-01 오전 6:07,PC01,P1011  Walkover Stop Activated Too Long  OK ,WLK1011             
684,2023-09-01 오전 6:41,2023-09-01 오전 6:07,PC01,P1011  Walkover Stop Activated Too Long  OK ,WLK1011             
704,2023-09-01 오전 6:29,2023-09-01 오전 6:28,PC01,P1124  Walkover Stop Activated Too Long  OK ,WLK1124             
705,2023-09-01 오전 6:29,2023-09-01 오전 6:28,PC01,P1124  Walkover Stop Activated Too Long  OK ,WLK1124             
706,2023-09-01 오전 6:28,2023-09-01 오전 6:28,PC01,P1124  Walkover Stop Activated Too Long  ,WLK1124             
729,2023-09-01 오전 6:19,2023-09-01 오전 6:19,PC01,Pallet Lift1 Alarm  OK ,P1109               
730,2023-09-01 오전 6:19,2023-09-01 오전 6:19,PC01,Pallet Lift1 Alarm  OK ,P1109               
731,2023-09-01 오전 6:19,2023-09-01 오전 6:19,PC01,Pallet Lift1 Alarm  ,P1109               
732,2023-09-01 오전 6:18,2023-09-01 오전 6:18,PC01,P1038  SRM Forks Not In Centre for Too Long  ,P1038               
733,2023-09-01 오전 6:17,2023-09-01 오전 6:17,PC01,ST10091 STOP Button Activated  OK ,ST10091             
734,2023-09-01 오전 6:17,2023-09-01 오전 6:17,PC01,ST10091 STOP Button Activated  OK ,ST10091             
735,2023-09-01 오전 6:17,2023-09-01 오전 6:17,PC01,ST10091 STOP Button Activated  ,ST10091             
736,2023-09-01 오전 6:10,2023-09-01 오전 6:10,PC01,P1012  Jog Mode Selected  OK ,P1012               
737,2023-09-01 오전 6:10,2023-09-01 오전 6:10,PC01,P1012  Jog Mode Selected  OK ,P1012               
738,2023-09-01 오전 6:10,2023-09-01 오전 6:10,PC01,P1012  Jog Mode Selected  ,P1012               
744,2023-09-01 오전 6:07,2023-09-01 오전 6:07,PC01,P1011  Walkover Stop Activated Too Long  ,WLK1011             
745,2023-09-01 오전 6:07,2023-09-01 오전 6:04,PC01,LC1013A  Safety Light Curtain Tripped  OK ,LC1013A             
746,2023-09-01 오전 6:07,2023-09-01 오전 6:04,PC01,LC1013A  Safety Light Curtain Tripped  OK ,LC1013A             
755,2023-09-01 오전 6:04,2023-09-01 오전 6:04,PC01,LC1013A  Safety Light Curtain Tripped  ,LC1013A             
769,2023-09-01 오전 6:02,2023-09-01 오전 6:02,PC01,ST10091 STOP Button Activated  OK ,ST10091             
770,2023-09-01 오전 6:02,2023-09-01 오전 6:02,PC01,ST10091 STOP Button Activated  OK ,ST10091             
771,2023-09-01 오전 6:02,2023-09-01 오전 6:02,PC01,ST10091 STOP Button Activated  ,ST10091             
772,2023-09-01 오전 6:01,2023-09-01 오전 6:01,PC01,LC1013A  Safety Light Curtain Tripped  OK ,LC1013A             
773,2023-09-01 오전 6:01,2023-09-01 오전 6:01,PC01,LC1013A  Safety Light Curtain Tripped  OK ,LC1013A             
778,2023-09-01 오전 6:01,2023-09-01 오전 6:01,PC01,LC1013A  Safety Light Curtain Tripped  ,LC1013A             
909,2023-09-01 오전 5:26,2023-09-01 오전 5:26,PC01,ST11301 STOP Button Activated  OK ,ST11301             
910,2023-09-01 오전 5:26,2023-09-01 오전 5:26,PC01,ST11301 STOP Button Activated  OK ,ST11301             
911,2023-09-01 오전 5:26,2023-09-01 오전 5:26,PC01,ST11301 STOP Button Activated  ,ST11301             
912,2023-09-01 오전 5:26,2023-09-01 오전 5:25,PC01,P1130 End Transfer PE Fault  OK ,P1130               
913,2023-09-01 오전 5:26,2023-09-01 오전 5:25,PC01,P1131 End Transfer PE Fault  OK ,P1131               
914,2023-09-01 오전 5:26,2023-09-01 오전 5:25,PC01,P1130 End Transfer PE Fault  OK ,P1130               
915,2023-09-01 오전 5:26,2023-09-01 오전 5:25,PC01,P1131 End Transfer PE Fault  OK ,P1131               
922,2023-09-01 오전 5:25,2023-09-01 오전 5:25,PC01,P1130 End Transfer PE Fault  ,P1130               
923,2023-09-01 오전 5:25,2023-09-01 오전 5:25,PC01,P1131 End Transfer PE Fault  ,P1131               
