,Time / Date,Active Time/Date,Area,Description,Device
17,2023-09-01 오전 8:55,2023-09-01 오전 8:54,MSAI01,Hall Sensor Error                                                                                               OK ,LL03RO12            
18,2023-09-01 오전 8:55,2023-09-01 오전 8:54,MSAI01,Hall Sensor Error                                                                                               OK ,LL03RO12            
21,2023-09-01 오전 8:54,2023-09-01 오전 8:54,MSAI01,Hall Sensor Error                                                                                               ,LL03RO12            
78,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI01,Load Runtime Fault on Conveyor                                                                                  OK ,LL09RO12            
79,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI01,Load Runtime Fault on Conveyor                                                                                  OK ,LL09RO12            
80,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI01,Lift Securing Pin Not in Bracket                                                                                OK ,EL01LO00            
81,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI01,Lift Securing Pin Not in Bracket                                                                                OK ,EL01LO00            
82,2023-09-01 오전 8:42,2023-09-01 오전 8:33,MSAI01,Lift Conveyor Overhang Fault Side B                                                                             OK ,ER01LO00            
83,2023-09-01 오전 8:42,2023-09-01 오전 8:33,MSAI01,Lift Conveyor Overhang Fault Side B                                                                             OK ,ER01LO00            
84,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI01,Maintenance Level Safety Barrier Tripped                                                                        OK ,ML01                
85,2023-09-01 오전 8:42,2023-09-01 오전 8:41,MSAI01,Maintenance Level Safety Barrier Tripped                                                                        OK ,ML01                
104,2023-09-01 오전 8:41,2023-09-01 오전 8:41,MSAI01,Load Runtime Fault on Conveyor                                                                                  ,LL09RO12            
106,2023-09-01 오전 8:41,2023-09-01 오전 8:41,MSAI01,Lift Securing Pin Not in Bracket                                                                                ,EL01LO00            
110,2023-09-01 오전 8:41,2023-09-01 오전 8:41,MSAI01,Maintenance Level Safety Barrier Tripped                                                                        ,ML01                
111,2023-09-01 오전 8:41,2023-09-01 오전 8:34,MSAI01,"Sensor Blocked, No Logical Load Presence                                                                        OK ",ER01LO04            
112,2023-09-01 오전 8:41,2023-09-01 오전 8:40,MSAI01,Maintenance Level Rear Gate Open                                                                                OK ,ML01                
113,2023-09-01 오전 8:41,2023-09-01 오전 8:34,MSAI01,"Sensor Blocked, No Logical Load Presence                                                                        OK ",ER01LO04            
117,2023-09-01 오전 8:40,2023-09-01 오전 8:40,MSAI01,Maintenance Level Rear Gate Open                                                                                ,ML01                
130,2023-09-01 오전 8:39,2023-09-01 오전 8:39,MSAI01,Current Shuttle Order Timeout                                                                                   OK ,LV04SH01            
131,2023-09-01 오전 8:39,2023-09-01 오전 8:39,MSAI01,Current Shuttle Order Timeout                                                                                   OK ,LV04SH01            
