,Time / Date,Active Time/Date,Area,Description,Device
193,2023-09-04 오전 8:17,2023-09-04 오전 8:17,PC02,LP02 Layer Picker in Manual  ,                    
205,2023-09-04 오전 8:16,2023-09-04 오전 8:16,PC02,LP02 Layer Picker in Manual  ,                    
224,2023-09-04 오전 8:12,2023-09-04 오전 8:12,PC02,LP02 Layer Picker in Manual  ,                    
253,2023-09-04 오전 8:11,2023-09-04 오전 8:11,PC02,EZ14 Tripped  ,                    
254,2023-09-04 오전 8:11,2023-09-04 오전 8:11,PC02,WEST Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_WEST         
255,2023-09-04 오전 8:11,2023-09-04 오전 8:11,PC02,LP02 Layer Picker in Manual  ,                    
256,2023-09-04 오전 8:11,2023-09-04 오전 8:11,PC02,LP01 Layer Picker in Manual  ,                    
257,2023-09-04 오전 8:11,2023-09-04 오전 8:11,PC02,LC2051A  Safety Light Curtain Tripped  ,LC2051A             
277,2023-09-04 오전 8:08,2023-09-04 오전 8:08,PC02,OP2126 Access Requested  ,                    
278,2023-09-04 오전 8:08,2023-09-04 오전 8:08,PC02,P2127A Stretch Wrapper Fault  ,FSM_SW_DB           
289,2023-09-04 오전 8:07,2023-09-04 오전 8:07,PC02,LP02 Layer Picker in Manual  ,                    
300,2023-09-04 오전 8:07,2023-09-04 오전 8:07,PC02,LP01 Layer Picker in Manual  ,                    
343,2023-09-04 오전 7:54,2023-09-04 오전 7:54,PC02,LP02 Layer Picker in Manual  ,                    
371,2023-09-04 오전 7:45,2023-09-04 오전 7:45,PC02,PALLET ARRIVED AT CP2  ,                    
464,2023-09-04 오전 7:24,2023-09-04 오전 7:24,PC02,P2127A Stretch Wrapper Fault  ,FSM_SW_DB           
521,2023-09-04 오전 7:16,2023-09-04 오전 7:16,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
522,2023-09-04 오전 7:16,2023-09-04 오전 7:16,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
535,2023-09-04 오전 7:16,2023-09-04 오전 7:16,PC02,EZ14 ESTOP S16 reset required  ,                    
542,2023-09-04 오전 7:16,2023-09-04 오전 7:16,PC02,EZ14 ESTOP S16 Activated  ,EZ14                
547,2023-09-04 오전 7:16,2023-09-04 오전 7:16,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
548,2023-09-04 오전 7:16,2023-09-04 오전 7:16,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
551,2023-09-04 오전 7:15,2023-09-04 오전 7:15,PC02,EZ14 ESTOP S16 reset required  ,                    
554,2023-09-04 오전 7:15,2023-09-04 오전 7:15,PC02,EZ14 ESTOP S16 Activated  ,EZ14                
555,2023-09-04 오전 7:15,2023-09-04 오전 7:15,PC02,WEST Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_WEST         
556,2023-09-04 오전 7:15,2023-09-04 오전 7:15,PC02,LP01 Layer Picker in Manual  ,                    
557,2023-09-04 오전 7:15,2023-09-04 오전 7:15,PC02,LP02 Layer Picker in Manual  ,                    
558,2023-09-04 오전 7:15,2023-09-04 오전 7:15,PC02,OP2084 Access Requested  ,                    
568,2023-09-04 오전 7:14,2023-09-04 오전 7:14,PC02,LP01 Layer Picker in Manual  ,                    
573,2023-09-04 오전 7:14,2023-09-04 오전 7:14,PC02,LP01 Layer Picker in Manual  ,                    
2103,2023-09-02 오후 11:31,2023-09-02 오후 11:31,PC02,PALLET ARRIVED AT CP2  ,                    
2124,2023-09-02 오후 11:29,2023-09-02 오후 11:29,PC02,PALLET ARRIVED AT CP2  ,                    
2143,2023-09-02 오후 11:26,2023-09-02 오후 11:26,PC02,PALLET ARRIVED AT CP2  ,                    
2179,2023-09-02 오후 11:18,2023-09-02 오후 11:18,PC02,PALLET ARRIVED AT CP2  ,                    
2211,2023-09-02 오후 11:10,2023-09-02 오후 11:10,PC02,PALLET ARRIVED AT CP2  ,                    
2216,2023-09-02 오후 11:08,2023-09-02 오후 11:08,PC02,PALLET ARRIVED AT CP2  ,                    
2283,2023-09-02 오후 10:57,2023-09-02 오후 10:57,PC02,MC3001_E_Stop WEST_SC_02 reset required  ,                    
2291,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,EZ14 Tripped  ,                    
2292,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,MC3001_E_Stop WEST_SC_02 Activated  ,MC3001_E_Stop       
2293,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,MC3001_E_Stop WEST_SC_02 Input hardware faulted  ,                    
2294,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,LP01 Layer Picker in Manual  ,                    
2295,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,LP02 Layer Picker in Manual  ,                    
2296,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,P2139 Conveyor Movimot Drive Fault  ,P2139               
2297,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,WEST Shuttle car - Unit Control Fault - Error code 25  ,SC_Car_WEST         
2298,2023-09-02 오후 10:56,2023-09-02 오후 10:56,PC02,P2138 Conveyor Movimot Drive Fault  ,P2138               
2343,2023-09-02 오후 10:42,2023-09-02 오후 10:42,PC02,LP02 Layer Picker in Manual  ,                    
