,Time / Date,Active Time/Date,Area,Description,Device
917,2023-09-01 오전 5:26,2023-09-01 오전 5:26,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
924,2023-09-01 오전 5:25,2023-09-01 오전 5:25,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
925,2023-09-01 오전 5:25,2023-09-01 오전 5:25,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
928,2023-09-01 오전 5:24,2023-09-01 오전 5:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
929,2023-09-01 오전 5:24,2023-09-01 오전 5:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
930,2023-09-01 오전 5:24,2023-09-01 오전 5:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
931,2023-09-01 오전 5:24,2023-09-01 오전 5:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
933,2023-09-01 오전 5:23,2023-09-01 오전 5:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
934,2023-09-01 오전 5:23,2023-09-01 오전 5:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
938,2023-09-01 오전 5:22,2023-09-01 오전 5:18,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  ,                    
954,2023-09-01 오전 5:19,2023-09-01 오전 5:19,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
955,2023-09-01 오전 5:19,2023-09-01 오전 5:19,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
958,2023-09-01 오전 5:18,2023-09-01 오전 5:18,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
959,2023-09-01 오전 5:18,2023-09-01 오전 5:18,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
964,2023-09-01 오전 5:18,2023-09-01 오전 5:18,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
965,2023-09-01 오전 5:18,2023-09-01 오전 5:18,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
966,2023-09-01 오전 5:18,2023-09-01 오전 5:18,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
967,2023-09-01 오전 5:18,2023-09-01 오전 5:18,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
971,2023-09-01 오전 5:18,2023-09-01 오전 5:11,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  OK ,                    
972,2023-09-01 오전 5:18,2023-09-01 오전 5:11,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  OK ,                    
981,2023-09-01 오전 5:17,2023-09-01 오전 5:17,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
989,2023-09-01 오전 5:15,2023-09-01 오전 5:15,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
990,2023-09-01 오전 5:15,2023-09-01 오전 5:15,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
997,2023-09-01 오전 5:15,2023-09-01 오전 5:15,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
998,2023-09-01 오전 5:15,2023-09-01 오전 5:15,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
