,Time / Date,Active Time/Date,Area,Description,Device
5975,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01DA2_DB2
5976,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[Z Axis] Unit Failure  OK ,P01DA2_DB2
5977,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01DA2_DB2
5978,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01GA2_GB2
5979,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[Z Axis] Unit Failure  OK ,P01GA2_GB2
5980,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01GA2_GB2
5981,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01GA1_GB1
5982,2023-09-02 오후 2:02,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01GA1_GB1
5983,2023-09-02 오후 2:01,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure  OK ,P01DA1_DB1
5984,2023-09-02 오후 2:01,2023-09-02 오후 1:19,RP01,[Z Axis] Unit Failure  OK ,P01DA1_DB1
5987,2023-09-02 오후 2:01,2023-09-02 오후 1:19,RP01,Frequency Converter Failure  OK ,P01NA1
5988,2023-09-02 오후 2:01,2023-09-02 오후 1:19,RP01,Frequency Converter Failure  OK ,P01NA1
6217,2023-09-02 오후 1:19,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure Digital Alarm,P01GA1_GB1
6218,2023-09-02 오후 1:19,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure Digital Alarm,P01GA2_GB2
6219,2023-09-02 오후 1:19,2023-09-02 오후 1:19,RP01,[Z Axis] Unit Failure Digital Alarm,P01GA2_GB2
6220,2023-09-02 오후 1:19,2023-09-02 오후 1:19,RP01,[X Axis] Drive Failure Digital Alarm,P01DA1_DB1
6221,2023-09-02 오후 1:19,2023-09-02 오후 1:19,RP01,[Z Axis] Unit Failure Digital Alarm,P01DA1_DB1
