,Time / Date,Active Time/Date,Area,Description,Device
72,2023-09-05 오전 8:55,2023-09-05 오전 8:55,MSAI01,Load Runtime Fault on Conveyor                                                                                  ,LR10RI11            
73,2023-09-05 오전 8:55,2023-09-05 오전 8:55,MSAI01,Lift Securing Pin Not in Bracket                                                                                ,ER01LO00            
74,2023-09-05 오전 8:55,2023-09-05 오전 8:55,MSAI01,Lift Securing Pin Not in Bracket                                                                                ,EL01LO00            
75,2023-09-05 오전 8:54,2023-09-05 오전 8:54,MSAI01,Maintenance Level Safety Barrier Tripped                                                                        ,ML02                
85,2023-09-05 오전 8:54,2023-09-05 오전 8:54,MSAI01,Maintenance Level Rear Gate Open                                                                                ,ML02                
128,2023-09-05 오전 8:45,2023-09-05 오전 8:45,MSAI01,"Sensor Blocked, No Logical Load Presence                                                                        ",LR05RI12            
831,2023-09-05 오전 5:41,2023-09-05 오전 5:41,MSAI01,Lift Securing Pin Not in Bracket                                                                                ,ER01LO00            
832,2023-09-05 오전 5:41,2023-09-05 오전 5:41,MSAI01,Lift Securing Pin Not in Bracket                                                                                ,EL01LO00            
837,2023-09-05 오전 5:41,2023-09-05 오전 5:41,MSAI01,Maintenance Level Safety Barrier Tripped                                                                        ,ML03                
842,2023-09-05 오전 5:41,2023-09-05 오전 5:41,MSAI01,Maintenance Level Rear Gate Open                                                                                ,ML03                
850,2023-09-05 오전 5:39,2023-09-05 오전 5:39,MSAI01,Too Many Consecutive Bin Blocked Faults                                                                         ,LV12SH01            
853,2023-09-05 오전 5:36,2023-09-05 오전 5:36,MSAI01,"Pick Location Deep, Front Bin Occupied                                                                          ",LV12SH01            
1258,2023-09-05 오전 4:31,2023-09-05 오전 4:31,MSAI01,W: Max Current Duration Exceeded                                                                                ,LV02SH01            
2254,2023-09-05 오전 1:50,2023-09-05 오전 1:50,MSAI01,Motor Stalled                                                                                                   ,EL01LO04            
2506,2023-09-05 오전 1:04,2023-09-05 오전 1:04,MSAI01,"Pick Location Deep, Front Bin Occupied                                                                          ",LV16SH01            
5203,2023-09-04 오후 8:08,2023-09-04 오후 8:08,MSAI01,Hall Sensor Error                                                                                               ,LR07RI12            
6072,2023-09-04 오후 6:03,2023-09-04 오후 6:03,MSAI01,Maintenance Level Rear Gate Open                                                                                ,ML03                
