,Time / Date,Active Time/Date,Area,Description,Device
6858,2023-09-02 오전 10:38,2023-09-02 오전 10:38,RP02,The Database Is Very Close To Being Full Digital Alarm,P01MFC
6861,2023-09-02 오전 10:36,2023-09-02 오전 10:15,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
6862,2023-09-02 오전 10:36,2023-09-02 오전 10:15,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
6865,2023-09-02 오전 10:36,2023-09-02 오전 10:16,RP02,Security Door Open 01  OK ,P01RP1_O_SIK
6866,2023-09-02 오전 10:36,2023-09-02 오전 10:36,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
6867,2023-09-02 오전 10:36,2023-09-02 오전 10:36,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
6869,2023-09-02 오전 10:36,2023-09-02 오전 10:36,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
6914,2023-09-02 오전 10:17,2023-09-02 오전 10:16,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
6915,2023-09-02 오전 10:17,2023-09-02 오전 10:16,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
6916,2023-09-02 오전 10:16,2023-09-02 오전 9:08,RP02,Sequence Error  OK ,RP1_SH_APP
6917,2023-09-02 오전 10:16,2023-09-02 오전 9:08,RP02,Sequence Error  OK ,RP1_SH_APP
6918,2023-09-02 오전 10:16,2023-09-02 오전 10:16,RP02,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
6919,2023-09-02 오전 10:16,2023-09-02 오전 10:16,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
6920,2023-09-02 오전 10:15,2023-09-02 오전 10:15,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
6921,2023-09-02 오전 10:15,2023-09-02 오전 8:09,RP02,The Database Is Very Close To Being Full  OK ,P01MFC
6922,2023-09-02 오전 10:15,2023-09-02 오전 8:09,RP02,The Database Is Very Close To Being Full  OK ,P01MFC
6970,2023-09-02 오전 9:08,2023-09-02 오전 9:08,RP02,Sequence Error Digital Alarm,RP1_SH_APP
7002,2023-09-02 오전 8:09,2023-09-02 오전 8:09,RP02,The Database Is Very Close To Being Full Digital Alarm,P01MFC
7003,2023-09-02 오전 8:09,2023-09-02 오전 8:09,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7004,2023-09-02 오전 8:09,2023-09-02 오전 8:09,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7005,2023-09-02 오전 8:09,2023-09-02 오전 8:09,RP02,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
7006,2023-09-02 오전 8:07,2023-09-02 오전 8:07,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7007,2023-09-02 오전 8:07,2023-09-02 오전 8:07,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7008,2023-09-02 오전 8:07,2023-09-02 오전 8:07,RP02,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
7047,2023-09-02 오전 8:00,2023-09-02 오전 8:00,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7048,2023-09-02 오전 8:00,2023-09-02 오전 8:00,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7049,2023-09-02 오전 8:00,2023-09-02 오전 8:00,RP02,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
7054,2023-09-02 오전 7:59,2023-09-02 오전 7:58,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
7055,2023-09-02 오전 7:59,2023-09-02 오전 7:58,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
7056,2023-09-02 오전 7:59,2023-09-02 오전 7:59,RP02,Security Door Open 01  OK ,P01RP1_O_SIK
7057,2023-09-02 오전 7:59,2023-09-02 오전 7:59,RP02,Security Door Open 01  OK ,P01RP1_O_SIK
7058,2023-09-02 오전 7:59,2023-09-02 오전 7:59,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
7059,2023-09-02 오전 7:59,2023-09-02 오전 7:59,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
7062,2023-09-02 오전 7:59,2023-09-02 오전 7:59,RP02,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
7063,2023-09-02 오전 7:59,2023-09-02 오전 7:59,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
7064,2023-09-02 오전 7:58,2023-09-02 오전 7:58,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
7067,2023-09-02 오전 7:57,2023-09-02 오전 7:56,RP02,Position Fault  OK ,P01CA1
7068,2023-09-02 오전 7:57,2023-09-02 오전 7:56,RP02,Position Fault  OK ,P01CA1
7076,2023-09-02 오전 7:56,2023-09-02 오전 7:56,RP02,Position Fault Digital Alarm,P01CA1
7077,2023-09-02 오전 7:56,2023-09-02 오전 7:56,RP02,Position Fault  OK ,P01CA1
7078,2023-09-02 오전 7:56,2023-09-02 오전 7:56,RP02,Position Fault  OK ,P01CA1
7079,2023-09-02 오전 7:56,2023-09-02 오전 7:56,RP02,Position Fault Digital Alarm,P01CA1
7080,2023-09-02 오전 7:55,2023-09-02 오전 7:55,RP02,Position Fault  OK ,P01CA1
7081,2023-09-02 오전 7:55,2023-09-02 오전 7:55,RP02,Position Fault  OK ,P01CA1
7082,2023-09-02 오전 7:55,2023-09-02 오전 7:55,RP02,Position Fault Digital Alarm,P01CA1
7085,2023-09-02 오전 7:55,2023-09-02 오전 7:55,RP02,[Lift 1 (Belt)] Transmission Failure  OK ,P01PA1_PB1
7088,2023-09-02 오전 7:55,2023-09-02 오전 7:55,RP02,[Lift 1 (Belt)] Transmission Failure Digital Alarm,P01PA1_PB1
7091,2023-09-02 오전 7:54,2023-09-02 오전 7:53,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
7092,2023-09-02 오전 7:54,2023-09-02 오전 7:53,RP02,Emergency Circuit Activated  OK ,P01RP1_O_SIK
7093,2023-09-02 오전 7:54,2023-09-02 오전 7:53,RP02,Security Door Open 01  OK ,P01RP1_O_SIK
7094,2023-09-02 오전 7:54,2023-09-02 오전 7:53,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
7095,2023-09-02 오전 7:54,2023-09-02 오전 7:53,RP02,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
7096,2023-09-02 오전 7:53,2023-09-02 오전 7:53,RP02,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
7097,2023-09-02 오전 7:53,2023-09-02 오전 7:53,RP02,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
