,Time / Date,Active Time/Date,Area,Description,Device
5562,2023-09-02 오후 2:56,2023-09-02 오후 2:56,MSAI03,Motor Stalled                                                                                                   ,LR01RI12            
5721,2023-09-02 오후 2:29,2023-09-02 오후 2:29,MSAI03,Motor Stalled                                                                                                   ,LR03RI12            
6852,2023-09-02 오전 10:38,2023-09-02 오전 10:38,MSAI03,Maintenance Level Front Gate Open                                                                               ,ML02                
6956,2023-09-02 오전 9:17,2023-09-02 오전 9:17,MSAI03,Shuttle Not Ready for Orders                                                                                    ,LV04SH01            
7277,2023-09-02 오전 7:38,2023-09-02 오전 7:38,MSAI03,Hall Sensor Error                                                                                               ,LL02RO12            
7732,2023-09-02 오전 6:13,2023-09-02 오전 6:13,MSAI03,Conveyor Gap Sensor Blocked                                                                                     ,CR01PS11            
9439,2023-09-02 오전 1:56,2023-09-02 오전 1:56,MSAI03,"Pick Location Deep, Front Bin Occupied                                                                          ",LV12SH01            
9483,2023-09-02 오전 1:52,2023-09-02 오전 1:52,MSAI03,Gap between loads too small                                                                                     ,LV13SH01            
9763,2023-09-02 오전 1:23,2023-09-02 오전 1:23,MSAI03,Rear Solenoid Release Fault                                                                                     ,ML03                
9936,2023-09-02 오전 1:05,2023-09-02 오전 1:05,MSAI03,"Data Present, No Logical Load Presence                                                                          ",LR06RI12            
9967,2023-09-02 오전 1:02,2023-09-02 오전 1:02,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,LR06RI12            
10213,2023-09-02 오전 12:42,2023-09-02 오전 12:42,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,CR01PS15            
10229,2023-09-02 오전 12:42,2023-09-02 오전 12:42,MSAI03,Load Jam or Sensor Fault on Conveyor                                                                            ,CR01PS16            
10257,2023-09-02 오전 12:40,2023-09-02 오전 12:40,MSAI03,"Logical Load Presence, No Data Present                                                                          ",CR01PS16            
10258,2023-09-02 오전 12:40,2023-09-02 오전 12:40,MSAI03,"Logical Load Presence, No Data Present                                                                          ",CR01PS15            
10267,2023-09-02 오전 12:39,2023-09-02 오전 12:39,MSAI03,Conveyor Gap Sensor Blocked                                                                                     ,CR01PS11            
10284,2023-09-02 오전 12:38,2023-09-02 오전 12:38,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,CR01PS15            
10288,2023-09-02 오전 12:38,2023-09-02 오전 12:38,MSAI03,Load Runtime Fault on Conveyor                                                                                  ,CR01PS15            
10293,2023-09-02 오전 12:38,2023-09-02 오전 12:38,MSAI03,Load Jam or Sensor Fault on Conveyor                                                                            ,CR01PS16            
10341,2023-09-02 오전 12:34,2023-09-02 오전 12:34,MSAI03,Conveyor Gap Sensor Blocked                                                                                     ,CR01PS11            
10342,2023-09-02 오전 12:34,2023-09-02 오전 12:34,MSAI03,Infeed 1 Gap Check Fault                                                                                        ,ER01LO00            
10366,2023-09-02 오전 12:31,2023-09-02 오전 12:31,MSAI03,"Pick Location Deep, Front Bin Occupied                                                                          ",LV12SH01            
10437,2023-09-02 오전 12:24,2023-09-02 오전 12:24,MSAI03,Hall Sensor Error                                                                                               ,LR07RI12            
12298,2023-09-01 오후 8:25,2023-09-01 오후 8:25,MSAI03,Bin Empty                                                                                                       ,LV11SH01            
12325,2023-09-01 오후 8:22,2023-09-01 오후 8:22,MSAI03,Bin Empty                                                                                                       ,LV11SH01            
