,Time / Date,Active Time/Date,Area,Description,Device
6,2023-09-05 오전 9:00,2023-09-05 오전 9:00,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
26,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
63,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP01,System is stopped Digital Alarm,LP01
66,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
69,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
92,2023-09-05 오전 8:52,2023-09-05 오전 8:52,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
98,2023-09-05 오전 8:51,2023-09-05 오전 8:51,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
105,2023-09-05 오전 8:49,2023-09-05 오전 8:49,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
117,2023-09-05 오전 8:47,2023-09-05 오전 8:47,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
129,2023-09-05 오전 8:45,2023-09-05 오전 8:45,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
158,2023-09-05 오전 8:38,2023-09-05 오전 8:38,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
174,2023-09-05 오전 8:35,2023-09-05 오전 8:35,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
206,2023-09-05 오전 8:31,2023-09-05 오전 8:31,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
232,2023-09-05 오전 8:30,2023-09-05 오전 8:30,LP01,System is stopped Digital Alarm,LP01
233,2023-09-05 오전 8:30,2023-09-05 오전 8:30,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
239,2023-09-05 오전 8:30,2023-09-05 오전 8:30,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
250,2023-09-05 오전 8:28,2023-09-05 오전 8:28,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
273,2023-09-05 오전 8:22,2023-09-05 오전 8:22,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1126,2023-09-05 오전 4:50,2023-09-05 오전 4:50,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1147,2023-09-05 오전 4:48,2023-09-05 오전 4:48,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1205,2023-09-05 오전 4:42,2023-09-05 오전 4:42,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1214,2023-09-05 오전 4:41,2023-09-05 오전 4:41,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1229,2023-09-05 오전 4:38,2023-09-05 오전 4:38,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1237,2023-09-05 오전 4:37,2023-09-05 오전 4:37,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1248,2023-09-05 오전 4:35,2023-09-05 오전 4:35,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1254,2023-09-05 오전 4:34,2023-09-05 오전 4:34,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1296,2023-09-05 오전 4:26,2023-09-05 오전 4:26,LP01,Vacuum is not turned off Digital Alarm,LP01
1297,2023-09-05 오전 4:26,2023-09-05 오전 4:26,LP01,Bellows are inflated Digital Alarm,LP01
1311,2023-09-05 오전 4:26,2023-09-05 오전 4:26,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
1355,2023-09-05 오전 4:26,2023-09-05 오전 4:26,LP01,System is stopped Digital Alarm,LP01
1359,2023-09-05 오전 4:25,2023-09-05 오전 4:25,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
1368,2023-09-05 오전 4:25,2023-09-05 오전 4:25,LP01,in manual from HMI panel Digital Alarm,LP01
1373,2023-09-05 오전 4:25,2023-09-05 오전 4:25,LP01,LG has been activated during move with layer - layer dropped Digital Alarm,LP01
1394,2023-09-05 오전 4:19,2023-09-05 오전 4:19,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
1490,2023-09-05 오전 4:05,2023-09-05 오전 4:05,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
1529,2023-09-05 오전 4:05,2023-09-05 오전 4:05,LP01,System is stopped Digital Alarm,LP01
1530,2023-09-05 오전 4:05,2023-09-05 오전 4:05,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
4010,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
4057,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP01,System is stopped Digital Alarm,LP01
4058,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP01,Request for access for the LPF is requested or accepted Digital Alarm,LP01
4213,2023-09-04 오후 9:43,2023-09-04 오후 9:43,LP01,in manual from HMI panel Digital Alarm,LP01
4214,2023-09-04 오후 9:43,2023-09-04 오후 9:43,LP01,Vacuum is not turned off Digital Alarm,LP01
4215,2023-09-04 오후 9:43,2023-09-04 오후 9:43,LP01,Bellows are inflated Digital Alarm,LP01
4224,2023-09-04 오후 9:42,2023-09-04 오후 9:42,LP01,Vacuum is not turned off Digital Alarm,LP01
4225,2023-09-04 오후 9:42,2023-09-04 오후 9:42,LP01,Bellows are inflated Digital Alarm,LP01
4232,2023-09-04 오후 9:42,2023-09-04 오후 9:42,LP01,in manual from Robot Digital Alarm,LP01
4239,2023-09-04 오후 9:42,2023-09-04 오후 9:42,LP01,Zone 01 is stopped. LPF Digital Alarm,LP01
4282,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP01,in manual from Robot Digital Alarm,LP01
4284,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP01,System is stopped Digital Alarm,LP01
4285,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP01,Emergency stop button on robot is activated Digital Alarm,LP01
4286,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP01,Emergency stop from external system Digital Alarm,LP01
4289,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP01,Communication error with Robot Digital Alarm,LP01
4303,2023-09-04 오후 9:39,2023-09-04 오후 9:39,LP01,in manual from Robot Digital Alarm,LP01
4304,2023-09-04 오후 9:39,2023-09-04 오후 9:39,LP01,Timeout - Skirt not in position within the specified time Digital Alarm,LP01
4310,2023-09-04 오후 9:39,2023-09-04 오후 9:39,LP01,[Sensor]Light grid activated Digital Alarm,LP01
4316,2023-09-04 오후 9:38,2023-09-04 오후 9:38,LP01,Timeout - Skirt not in position within the specified time Digital Alarm,LP01
4318,2023-09-04 오후 9:38,2023-09-04 오후 9:38,LP01,[Sensor]Light grid activated Digital Alarm,LP01
4383,2023-09-04 오후 9:32,2023-09-04 오후 9:32,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
4523,2023-09-04 오후 9:22,2023-09-04 오후 9:22,LP01,System is stopped Digital Alarm,LP01
4524,2023-09-04 오후 9:22,2023-09-04 오후 9:22,LP01,Emergency stop from external system Digital Alarm,LP01
4885,2023-09-04 오후 8:34,2023-09-04 오후 8:34,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
4918,2023-09-04 오후 8:30,2023-09-04 오후 8:30,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
4951,2023-09-04 오후 8:25,2023-09-04 오후 8:25,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
4990,2023-09-04 오후 8:21,2023-09-04 오후 8:21,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
5010,2023-09-04 오후 8:20,2023-09-04 오후 8:20,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
5053,2023-09-04 오후 8:17,2023-09-04 오후 8:17,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
5131,2023-09-04 오후 8:12,2023-09-04 오후 8:12,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
5276,2023-09-04 오후 8:00,2023-09-04 오후 8:00,LP01,Timeout - Deposit position not ready Digital Alarm,LP01
