,Time / Date,Active Time/Date,Area,Description,Device
29,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
70,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP02,System is stopped Digital Alarm,LP02
71,2023-09-05 오전 8:56,2023-09-05 오전 8:56,LP02,Request for access for the LPF is requested or accepted Digital Alarm,LP02
90,2023-09-05 오전 8:54,2023-09-05 오전 8:54,LP02,LG has been activated during move with layer - layer dropped Digital Alarm,LP02
120,2023-09-05 오전 8:47,2023-09-05 오전 8:47,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
127,2023-09-05 오전 8:45,2023-09-05 오전 8:45,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
137,2023-09-05 오전 8:43,2023-09-05 오전 8:43,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
142,2023-09-05 오전 8:42,2023-09-05 오전 8:42,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
149,2023-09-05 오전 8:41,2023-09-05 오전 8:41,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
204,2023-09-05 오전 8:31,2023-09-05 오전 8:31,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
237,2023-09-05 오전 8:30,2023-09-05 오전 8:30,LP02,System is stopped Digital Alarm,LP02
238,2023-09-05 오전 8:30,2023-09-05 오전 8:30,LP02,Request for access for the LPF is requested or accepted Digital Alarm,LP02
1313,2023-09-05 오전 4:26,2023-09-05 오전 4:26,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
1360,2023-09-05 오전 4:25,2023-09-05 오전 4:25,LP02,System is stopped Digital Alarm,LP02
1361,2023-09-05 오전 4:25,2023-09-05 오전 4:25,LP02,Request for access for the LPF is requested or accepted Digital Alarm,LP02
1391,2023-09-05 오전 4:20,2023-09-05 오전 4:20,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
1473,2023-09-05 오전 4:06,2023-09-05 오전 4:06,LP02,No command-ack is returned from robot Digital Alarm,LP02
1483,2023-09-05 오전 4:06,2023-09-05 오전 4:06,LP02,in manual from HMI panel Digital Alarm,LP02
1488,2023-09-05 오전 4:05,2023-09-05 오전 4:05,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
1527,2023-09-05 오전 4:05,2023-09-05 오전 4:05,LP02,System is stopped Digital Alarm,LP02
1528,2023-09-05 오전 4:05,2023-09-05 오전 4:05,LP02,Request for access for the LPF is requested or accepted Digital Alarm,LP02
1562,2023-09-05 오전 3:58,2023-09-05 오전 3:58,LP02,LG has been activated during move with layer - layer dropped Digital Alarm,LP02
3116,2023-09-05 오전 12:00,2023-09-05 오전 12:00,LP02,[Sensor]Lift head sensor 1 not activated Digital Alarm,LP02
3117,2023-09-05 오전 12:00,2023-09-05 오전 12:00,LP02,[Sensor]Skirt out of position - sensor 3 not activated Digital Alarm,LP02
3118,2023-09-05 오전 12:00,2023-09-05 오전 12:00,LP02,[Sensor]Light grid activated Digital Alarm,LP02
3123,2023-09-04 오후 11:59,2023-09-04 오후 11:59,LP02,Robot has detected skirt out of position Digital Alarm,LP02
4012,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
4015,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP02,in manual from HMI panel Digital Alarm,LP02
4036,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
4059,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP02,System is stopped Digital Alarm,LP02
4060,2023-09-04 오후 9:58,2023-09-04 오후 9:58,LP02,Request for access for the LPF is requested or accepted Digital Alarm,LP02
4086,2023-09-04 오후 9:55,2023-09-04 오후 9:55,LP02,LG has been activated during move with layer - layer dropped Digital Alarm,LP02
4251,2023-09-04 오후 9:42,2023-09-04 오후 9:42,LP02,Zone 01 is stopped. LPF Digital Alarm,LP02
4277,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
4287,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP02,System is stopped Digital Alarm,LP02
4288,2023-09-04 오후 9:40,2023-09-04 오후 9:40,LP02,Emergency stop from external system Digital Alarm,LP02
4429,2023-09-04 오후 9:28,2023-09-04 오후 9:28,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
4459,2023-09-04 오후 9:25,2023-09-04 오후 9:25,LP02,[Sensor]Lift head sensor 1 not activated Digital Alarm,LP02
4460,2023-09-04 오후 9:25,2023-09-04 오후 9:25,LP02,[Sensor]Light grid activated Digital Alarm,LP02
4521,2023-09-04 오후 9:22,2023-09-04 오후 9:22,LP02,System is stopped Digital Alarm,LP02
4522,2023-09-04 오후 9:22,2023-09-04 오후 9:22,LP02,Emergency stop from external system Digital Alarm,LP02
4537,2023-09-04 오후 9:20,2023-09-04 오후 9:20,LP02,LPF in Product Test Mode Digital Alarm,LP02
4718,2023-09-04 오후 8:55,2023-09-04 오후 8:55,LP02,[Sensor]Light grid activated Digital Alarm,LP02
4721,2023-09-04 오후 8:54,2023-09-04 오후 8:54,LP02,Timeout - Skirt not in position within the specified time Digital Alarm,LP02
4976,2023-09-04 오후 8:23,2023-09-04 오후 8:23,LP02,Timeout - Deposit position not ready Digital Alarm,LP02
5511,2023-09-04 오후 7:33,2023-09-04 오후 7:33,LP02,[Sensor]Light grid activated Digital Alarm,LP02
5516,2023-09-04 오후 7:32,2023-09-04 오후 7:32,LP02,in manual from HMI panel Digital Alarm,LP02
5663,2023-09-04 오후 7:12,2023-09-04 오후 7:12,LP02,Timeout - Skirt not in position within the specified time Digital Alarm,LP02
