,Time / Date,Active Time/Date,Area,Description,Device
42,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,Emergency Circuit Activated  OK ,P01RP1_O_SIK
43,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,Emergency Circuit Activated  OK ,P01RP1_O_SIK
44,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,The Target Space Is Occupied Or Not Accessible  OK ,RP1_LOAD_APP
45,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,The Target Space Is Occupied Or Not Accessible  OK ,RP1_LOAD_APP
46,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,Security Door Open 01  OK ,P01RP1_O_SIK
47,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
48,2023-09-01 오전 8:47,2023-09-01 오전 8:46,RP01,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
51,2023-09-01 오전 8:46,2023-09-01 오전 8:46,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
52,2023-09-01 오전 8:46,2023-09-01 오전 8:46,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
53,2023-09-01 오전 8:46,2023-09-01 오전 8:46,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
54,2023-09-01 오전 8:46,2023-09-01 오전 8:46,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
55,2023-09-01 오전 8:45,2023-09-01 오전 8:41,RP01,The Target Space Is Occupied Or Not Accessible  OK ,RP1_LOAD_APP
56,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Emergency Circuit Activated  OK ,P01RP1_O_SIK
57,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Emergency Circuit Activated  OK ,P01RP1_O_SIK
58,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Security Door Open 01  OK ,P01RP1_O_SIK
59,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Emergency Circuit Activated  OK ,P01RP1_LI_SIK
60,2023-09-01 오전 8:45,2023-09-01 오전 8:30,RP01,The Database Is Very Close To Being Full  OK ,P01MFC
61,2023-09-01 오전 8:45,2023-09-01 오전 8:30,RP01,The Database Is Very Close To Being Full  OK ,P01MFC
62,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Security Door Open 01 Digital Alarm,P01RP1_O_SIK
63,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_LI_SIK
64,2023-09-01 오전 8:45,2023-09-01 오전 8:45,RP01,Emergency Circuit Activated Digital Alarm,P01RP1_O_SIK
114,2023-09-01 오전 8:41,2023-09-01 오전 8:41,RP01,The Target Space Is Occupied Or Not Accessible Digital Alarm,RP1_LOAD_APP
213,2023-09-01 오전 8:30,2023-09-01 오전 8:30,RP01,The Database Is Very Close To Being Full Digital Alarm,P01MFC
258,2023-09-01 오전 8:25,2023-08-30 오후 5:56,RP01,Broken Cabinet Air Conditioner Digital Alarm,P01S02_2
