,Time / Date,Active Time/Date,Area,Description,Device
62,2023-09-05 오전 8:56,2023-09-05 오전 8:56,MSAI02,Maintenance Level Rear Gate Open                                                                                ,ML02                
111,2023-09-05 오전 8:48,2023-09-05 오전 8:48,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
112,2023-09-05 오전 8:48,2023-09-05 오전 8:48,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
113,2023-09-05 오전 8:48,2023-09-05 오전 8:48,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
255,2023-09-05 오전 8:28,2023-09-05 오전 8:28,MSAI02,Z: Following Error Window too Large                                                                             ,LV08SH01            
316,2023-09-05 오전 8:13,2023-09-05 오전 8:13,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
317,2023-09-05 오전 8:13,2023-09-05 오전 8:13,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
318,2023-09-05 오전 8:13,2023-09-05 오전 8:13,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
407,2023-09-05 오전 7:43,2023-09-05 오전 7:43,MSAI02,Maintenance Level Safety Barrier Tripped                                                                        ,ML01                
410,2023-09-05 오전 7:38,2023-09-05 오전 7:38,MSAI02,Maintenance Level Rear Gate Open                                                                                ,ML01                
415,2023-09-05 오전 7:37,2023-09-05 오전 7:37,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
416,2023-09-05 오전 7:37,2023-09-05 오전 7:37,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
417,2023-09-05 오전 7:37,2023-09-05 오전 7:37,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
457,2023-09-05 오전 7:19,2023-09-05 오전 7:19,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
458,2023-09-05 오전 7:19,2023-09-05 오전 7:19,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
459,2023-09-05 오전 7:19,2023-09-05 오전 7:19,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
464,2023-09-05 오전 7:18,2023-09-05 오전 7:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
465,2023-09-05 오전 7:18,2023-09-05 오전 7:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
467,2023-09-05 오전 7:18,2023-09-05 오전 7:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
547,2023-09-05 오전 6:39,2023-09-05 오전 6:39,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
548,2023-09-05 오전 6:39,2023-09-05 오전 6:39,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
549,2023-09-05 오전 6:39,2023-09-05 오전 6:39,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
564,2023-09-05 오전 6:34,2023-09-05 오전 6:34,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
565,2023-09-05 오전 6:34,2023-09-05 오전 6:34,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
566,2023-09-05 오전 6:34,2023-09-05 오전 6:34,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
659,2023-09-05 오전 6:14,2023-09-05 오전 6:14,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
660,2023-09-05 오전 6:14,2023-09-05 오전 6:14,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
662,2023-09-05 오전 6:14,2023-09-05 오전 6:14,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
671,2023-09-05 오전 6:12,2023-09-05 오전 6:12,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
672,2023-09-05 오전 6:12,2023-09-05 오전 6:12,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
673,2023-09-05 오전 6:12,2023-09-05 오전 6:12,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
714,2023-09-05 오전 6:07,2023-09-05 오전 6:07,MSAI02,Maintenance Level Rear Gate Open                                                                                ,ML02                
724,2023-09-05 오전 6:06,2023-09-05 오전 6:06,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
725,2023-09-05 오전 6:06,2023-09-05 오전 6:06,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
726,2023-09-05 오전 6:06,2023-09-05 오전 6:06,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
778,2023-09-05 오전 5:52,2023-09-05 오전 5:52,MSAI02,Gap between loads too small                                                                                     ,LV08SH01            
861,2023-09-05 오전 5:32,2023-09-05 오전 5:32,MSAI02,Maintenance Level Safety Barrier Tripped                                                                        ,ML01                
866,2023-09-05 오전 5:31,2023-09-05 오전 5:31,MSAI02,Maintenance Level Rear Gate Open                                                                                ,ML01                
867,2023-09-05 오전 5:31,2023-09-05 오전 5:31,MSAI02,Pick Location Empty or Load Not Onboard                                                                         ,LV01SH01            
870,2023-09-05 오전 5:30,2023-09-05 오전 5:30,MSAI02,Pick Location Empty or Load Not Onboard                                                                         ,LV01SH01            
886,2023-09-05 오전 5:28,2023-09-05 오전 5:28,MSAI02,Load Runtime Fault on Conveyor                                                                                  ,LL01RI12            
887,2023-09-05 오전 5:28,2023-09-05 오전 5:28,MSAI02,Pick Location Empty or Load Not Onboard                                                                         ,LV01SH01            
958,2023-09-05 오전 5:18,2023-09-05 오전 5:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
959,2023-09-05 오전 5:18,2023-09-05 오전 5:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
960,2023-09-05 오전 5:18,2023-09-05 오전 5:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
1110,2023-09-05 오전 4:54,2023-09-05 오전 4:54,MSAI02,Load Runtime Fault on Conveyor                                                                                  ,CR02DS14            
1117,2023-09-05 오전 4:53,2023-09-05 오전 4:53,MSAI02,"Shuttle Load Overhang, Left                                                                                     ",LV10SH01            
1120,2023-09-05 오전 4:53,2023-09-05 오전 4:53,MSAI02,X: Over Current                                                                                                 ,LV04SH01            
1121,2023-09-05 오전 4:52,2023-09-05 오전 4:52,MSAI02,"Data Present, No Logical Load Presence                                                                          ",CR02DS13            
1125,2023-09-05 오전 4:51,2023-09-05 오전 4:51,MSAI02,X: Over Current                                                                                                 ,LV02SH01            
1134,2023-09-05 오전 4:49,2023-09-05 오전 4:49,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
1136,2023-09-05 오전 4:49,2023-09-05 오전 4:49,MSAI02,Load Runtime Fault on Conveyor                                                                                  ,LL03RI12            
1137,2023-09-05 오전 4:49,2023-09-05 오전 4:49,MSAI02,Conveyor Gap Sensor Blocked                                                                                     ,CR02DS11            
1138,2023-09-05 오전 4:49,2023-09-05 오전 4:49,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
1139,2023-09-05 오전 4:49,2023-09-05 오전 4:49,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
1150,2023-09-05 오전 4:48,2023-09-05 오전 4:48,MSAI02,Load Runtime Fault on Conveyor                                                                                  ,LR10RO12            
1151,2023-09-05 오전 4:48,2023-09-05 오전 4:48,MSAI02,Maintenance Level Safety Barrier Tripped                                                                        ,ML01                
1159,2023-09-05 오전 4:47,2023-09-05 오전 4:47,MSAI02,Maintenance Level Rear Gate Open                                                                                ,ML01                
1161,2023-09-05 오전 4:47,2023-09-05 오전 4:47,MSAI02,Front Finger 1 Not Closed                                                                                       ,LV03SH01            
1209,2023-09-05 오전 4:42,2023-09-05 오전 4:42,MSAI02,X: Max Current Duration Exceeded                                                                                ,LV03SH01            
1403,2023-09-05 오전 4:18,2023-09-05 오전 4:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
1404,2023-09-05 오전 4:18,2023-09-05 오전 4:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
1405,2023-09-05 오전 4:18,2023-09-05 오전 4:18,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
1440,2023-09-05 오전 4:12,2023-09-05 오전 4:12,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
1441,2023-09-05 오전 4:12,2023-09-05 오전 4:12,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
1442,2023-09-05 오전 4:12,2023-09-05 오전 4:12,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
