Time / Date,Area,Description,Device
2023-09-27 오전 12:54,CC04,Jam or sensor fault Digital Alarm,P2631_Z1
2023-09-27 오전 12:24,CC04,Fault data without occupation Digital Alarm,P2631_Z12
2023-09-26 오후 11:03,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 10:44,CC04,Jam or sensor fault Digital Alarm,P2546
2023-09-26 오후 10:39,CC04,Jam or sensor fault Digital Alarm,P2546
2023-09-26 오후 9:58,CC04,Fault data without occupation Digital Alarm,P2631_Z12
2023-09-26 오후 9:40,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 9:13,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 9:09,CC04,Fault occupied without data Digital Alarm,P2537
2023-09-26 오후 8:59,CC04,Fault occupied without data Digital Alarm,P2537
2023-09-26 오후 8:34,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 8:26,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 8:24,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 8:23,CC04,Jam or sensor fault Digital Alarm,P2512
2023-09-26 오후 8:18,CC04,Fault data without occupation Digital Alarm,P2501
2023-09-26 오후 8:16,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 8:13,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 8:09,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 8:08,CC04,Jam or sensor fault Digital Alarm,P2512
2023-09-26 오후 8:06,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 8:01,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 7:45,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 7:30,CC04,Jam or sensor fault Digital Alarm,P2490
2023-09-26 오후 7:24,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 7:03,CC04,Fault data without occupation Digital Alarm,P2513
2023-09-26 오후 7:03,CC04,Jam or sensor fault Digital Alarm,P2512
2023-09-26 오후 7:01,CC04,Jam or sensor fault Digital Alarm,P2490
2023-09-26 오후 6:59,CC04,Jam or sensor fault Digital Alarm,P2546
2023-09-26 오후 6:59,CC04,Jam or sensor fault Digital Alarm,P2490
2023-09-26 오후 6:57,CC04,Jam or sensor fault Digital Alarm,P2490
2023-09-26 오후 6:57,CC04,Jam or sensor fault Digital Alarm,P2590
2023-09-26 오후 6:47,CC04,Jam or sensor fault Digital Alarm,P2590
2023-09-26 오후 6:17,CC04,Jam or sensor fault Digital Alarm,P2546
2023-09-26 오후 6:08,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 5:52,CC04,Frequency Inverter fault Digital Alarm,P2537
2023-09-26 오후 5:10,CC04,Fault data without occupation Digital Alarm,P2536
2023-09-26 오후 5:10,CC04,Fault occupied without data Digital Alarm,P2536
2023-09-26 오후 5:02,CC04,Jam or sensor fault Digital Alarm,P2594_Z1
2023-09-26 오후 4:54,CC04,Frequency Inverter fault Digital Alarm,P2537
2023-09-26 오후 4:54,CC04,Frequency Inverter fault Digital Alarm,P2536
