,Time / Date,Active Time/Date,Area,Description,Device
29,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
30,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO04            
31,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,PROFINET            
32,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
33,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
34,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
35,2023-09-01 오전 8:50,2023-09-01 오전 8:50,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
292,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
293,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO04            
294,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,PROFINET            
296,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
297,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
298,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
299,2023-09-01 오전 8:23,2023-09-01 오전 8:23,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
305,2023-09-01 오전 8:21,2023-09-01 오전 8:12,MSAI02,Hall Sensor Error                                                                                               OK ,ER01LO04            
306,2023-09-01 오전 8:21,2023-09-01 오전 8:12,MSAI02,Hall Sensor Error                                                                                               OK ,ER01LO04            
353,2023-09-01 오전 8:12,2023-09-01 오전 8:12,MSAI02,Hall Sensor Error                                                                                               ,ER01LO04            
409,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO04            
410,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,PROFINET            
411,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
412,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
413,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
414,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
415,2023-09-01 오전 7:56,2023-09-01 오전 7:56,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
416,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
417,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO04            
418,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,PROFINET            
419,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         OK ,ER01LO01            
420,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,PROFINET            
421,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO04            
422,2023-09-01 오전 7:55,2023-09-01 오전 7:55,MSAI02,Profinet Fault - See Diagnostics Screen                                                                         ,ER01LO01            
425,2023-09-01 오전 7:55,2023-09-01 오전 7:53,MSAI02,"Data Present, No Logical Load Presence                                                                          OK ",ER01LO04            
